seed,arm,family,frontier_base,axis,primary,main_contrast,target_class,target_idx,recall_mean,recall_ci_lo,recall_ci_hi,bacc_mean,bacc_ci_lo,bacc_ci_hi,frontier_mean,frontier_ci_lo,frontier_ci_hi,n_folds_total,n_folds_unreachable,comparable,gap_n_folds,gap_mean,gap_sd,gap_n_above,gap_ci_lo,gap_ci_hi,gap_ttest_p_nb,gap_se_nb,gap_mde_post,gap_tost_p,gap_equivalent,gap_zero_var,gap_noise_flag,above_band,mde_floor,exploratory,ps7_denominator,ps7_above
1,B0d_tau,dinov2,B0d,union,True,False,severe,3,0.5866435941108866,0.4574451753730277,0.7158420128487455,0.6634047870662733,0.6449392121805431,0.6818703619520035,0.6761864698561172,0.6594791061666192,0.6928938335456152,15,0,True,15,-0.01278168278984387,0.010746349184267315,0,-0.025751869526933924,0.00018850394724618212,0.05298040089020606,0.006047308485342678,0.018219581783344523,0.12622655129367,False,False,False,False,0.019,탐색적/exploratory,15,0
2,B0,panderm,B0,tau,False,False,severe,3,0.33354714669105956,0.23978395653326812,0.427310336848851,0.6509907889058938,0.6282748738553988,0.6737067039563888,0.7008755615501993,0.6745801533659925,0.727170969734406,15,0,True,15,-0.04988477264430537,0.020286656109989736,0,-0.07436952681578778,-0.02540001847282296,0.0006411037180613984,0.0114159390812252,0.03439441467690816,0.9898688998948096,False,False,False,False,0.019,탐색적/exploratory,15,0
2,B0,panderm,B0,offset,False,False,severe,3,0.33354714669105956,0.23978395653326812,0.427310336848851,0.6509907889058938,0.6282748738553988,0.6737067039563888,0.6796128971139187,0.6631511902923245,0.6960746039355129,15,0,True,15,-0.028622108208024872,0.011249331466671467,0,-0.04219936382184382,-0.015044852594205928,0.0004791633364466317,0.006330352426331743,0.019072348306439828,0.9026482056798898,False,False,False,False,0.019,탐색적/exploratory,15,0
2,B0,panderm,B0,union,True,False,severe,3,0.33354714669105956,0.23978395653326812,0.427310336848851,0.6509907889058938,0.6282748738553988,0.6737067039563888,0.7012240062120819,0.6754232269722539,0.72702478545191,15,0,True,15,-0.05023321730618817,0.019675240043706875,0,-0.07398002965037954,-0.026486404961996793,0.00046508949503718845,0.011071876041553996,0.03335780728287336,0.9918744462801895,False,False,False,False,0.019,탐색적/exploratory,15,0
2,B1,panderm,B0,tau,False,True,severe,3,0.587922433733879,0.4492570145834645,0.7265878528842935,0.6851312177591155,0.6661100305773905,0.7041524049408404,0.6996645710203871,0.6719558743713834,0.7273732676693909,15,0,True,15,-0.014533353261271609,0.019096327650428204,3,-0.03758145372513132,0.008514747202588097,0.19767991040649846,0.010746103840398516,0.03237630728563019,0.3094389396830822,False,False,True,False,0.019,탐색적/exploratory,15,0
2,B1,panderm,B0,offset,False,True,severe,3,0.587922433733879,0.4492570145834645,0.7265878528842935,0.6851312177591155,0.6661100305773905,0.7041524049408404,0.677523956237923,0.6594856737532422,0.6955622387226039,15,0,True,15,0.007607261521192436,0.019080464615895926,12,-0.015421693229404787,0.03063621627178966,0.49026611600867376,0.010737177212230622,0.032349412770103385,0.13387258593375484,False,False,True,False,0.019,탐색적/exploratory,15,0
2,B1,panderm,B0,union,True,True,severe,3,0.587922433733879,0.4492570145834645,0.7265878528842935,0.6851312177591155,0.6661100305773905,0.7041524049408404,0.6996645710203871,0.6719558743713834,0.7273732676693909,15,0,True,15,-0.014533353261271609,0.019096327650428204,3,-0.03758145372513132,0.008514747202588097,0.19767991040649846,0.010746103840398516,0.03237630728563019,0.3094389396830822,False,False,True,False,0.019,탐색적/exploratory,15,0
2,B4,panderm,B0,tau,False,True,severe,3,0.6570115191697136,0.5331373515152399,0.7808856868241872,0.6784746556127079,0.6556852341933778,0.7012640770320381,0.6858194957798192,0.6455186876234646,0.7261203039361737,15,0,True,15,-0.007344840167111189,0.035025003410245004,4,-0.04961787884364721,0.03492819850942483,0.7149887500609197,0.019709670390388657,0.059382112301833594,0.2655979251715095,False,False,True,False,0.019,탐색적/exploratory,15,0
2,B4,panderm,B0,offset,False,True,severe,3,0.6570115191697136,0.5331373515152399,0.7808856868241872,0.6784746556127079,0.6556852341933778,0.7012640770320381,0.6753436661996658,0.6585584894406855,0.6921288429586461,15,0,True,15,0.003130989413042151,0.017826895122102185,8,-0.01838498356638505,0.02464696239246935,0.7595585332610104,0.010031754253530954,0.030224085226613732,0.05740816116442387,False,False,True,False,0.019,탐색적/exploratory,15,0
2,B4,panderm,B0,union,True,True,severe,3,0.6570115191697136,0.5331373515152399,0.7808856868241872,0.6784746556127079,0.6556852341933778,0.7012640770320381,0.6927282742134205,0.6626865668102775,0.7227699816165636,15,0,True,15,-0.014253618600712607,0.023206079987611032,3,-0.0422619389813503,0.013754701779925084,0.29348337049213247,0.01305879066595667,0.03934406605957878,0.3333129721810525,False,False,True,False,0.019,탐색적/exploratory,15,0
