seed,arm,fold,bacc,mcc,mae_plain,macro_mae_true,qwk,lr,wd,epoch,grid_edge_wd,grid_edge_epoch,per_class_recall
1,B4,0,0.7078525896335982,0.7044923042113002,0.25205479452054796,0.40840207422442776,0.8835022285043374,0.001,0.1,130,False,False,"[0.9758064516129032, 0.6338028169014085, 0.6060606060606061, 0.7878787878787878, 0.5357142857142857]"
1,B4,1,0.6821875356414111,0.6905142347910638,0.24592391304347827,0.38534762437006975,0.9028322189766184,0.01,10.0,150,False,False,"[0.9811320754716981, 0.6714285714285714, 0.5728155339805825, 0.6764705882352942, 0.509090909090909]"
1,B4,2,0.6774463507024195,0.6802965630518223,0.28609986504723345,0.4288921743738102,0.8776141245831721,0.01,3.0,100,False,False,"[0.9747191011235955, 0.7272727272727273, 0.5577889447236181, 0.6274509803921569, 0.5]"
1,B4,3,0.6733415356154693,0.6908641811695314,0.25895316804407714,0.4059284529572686,0.8943231441048035,0.01,3.0,50,False,False,"[0.9695290858725761, 0.75, 0.5916230366492147, 0.5555555555555556, 0.5]"
1,B4,4,0.6285313636383151,0.6485426528632285,0.3168724279835391,0.4955823603639574,0.8658383492202901,0.01,0.01,50,False,False,"[0.9768115942028985, 0.618421052631579, 0.5658536585365853, 0.5128205128205128, 0.46875]"
1,B4,5,0.703203576084932,0.710148285212883,0.261455525606469,0.4014118085304526,0.8835548842847859,0.01,10.0,720,False,False,"[0.9830508474576272, 0.7564102564102564, 0.6095238095238096, 0.6285714285714286, 0.5384615384615384]"
1,B4,6,0.6909562286472304,0.6830631368395639,0.28416779431664413,0.420413163367323,0.8752129444581005,0.01,10.0,290,False,False,"[0.9736842105263158, 0.6753246753246753, 0.5944700460829493, 0.7567567567567568, 0.45454545454545453]"
1,B4,7,0.6817662701174505,0.7077072141084906,0.23724137931034484,0.4128574453454055,0.8939494680851063,0.01,10.0,160,False,False,"[0.9811320754716981, 0.6901408450704225, 0.6302083333333334, 0.6818181818181818, 0.425531914893617]"
1,B4,8,0.6821921012926103,0.6865998611091619,0.27486187845303867,0.43806940497672375,0.8735507705107799,0.01,1.0,50,False,False,"[0.96398891966759, 0.7534246575342466, 0.576530612244898, 0.5897435897435898, 0.5272727272727272]"
1,B4,9,0.6604099324758891,0.6961274440098862,0.25136612021857924,0.4317457464082414,0.8982639977504048,0.001,3.0,330,False,False,"[0.986737400530504, 0.676056338028169, 0.6086956521739131, 0.5789473684210527, 0.45161290322580644]"
