dataset,fold,arm,reference,disagreement,correctness_disagreement,sampling_sd_floor
aptos2019,11,first2_ema,full,0.021739130434782608,0.016304347826086956,0.006005688216320605
aptos2019,11,first2_ema,selected_training,0.019021739130434784,0.016304347826086956,0.008075371296033093
aptos2019,11,full_llrd,frozen_lr,0.12228260869565218,0.09239130434782608,0.02030787385893781
aptos2019,11,full_llrd,last2,0.13043478260869565,0.09918478260869565,0.021170056474427497
aptos2019,11,full_llrd,full,0.12228260869565218,0.09239130434782608,0.02030787385893781
aptos2019,11,full_llrd,selected_training,0.11956521739130435,0.09510869565217392,0.020793991733921508
aptos2019,11,full_llrd_ema,frozen_lr,0.10597826086956522,0.08967391304347826,0.02051061627160093
aptos2019,11,full_llrd_ema,last2,0.12907608695652173,0.10190217391304347,0.020536189435868463
aptos2019,11,full_llrd_ema,full,0.10597826086956522,0.08967391304347826,0.02051061627160093
aptos2019,11,full_llrd_ema,selected_training,0.09782608695652174,0.08423913043478261,0.01997425419135054
aptos2019,11,selected_surgical,frozen_lr,0.12228260869565218,0.09239130434782608,0.02030787385893781
aptos2019,11,selected_surgical,last2,0.13043478260869565,0.09918478260869565,0.021170056474427497
aptos2019,11,selected_surgical,full,0.12228260869565218,0.09239130434782608,0.02030787385893781
aptos2019,11,selected_surgical,selected_training,0.11956521739130435,0.09510869565217392,0.020793991733921508
aptos2019,12,emb,frozen_lr,0.0,0.0,0.0
aptos2019,12,emb,last2,0.16780354706684858,0.1377899045020464,0.024794558410711674
aptos2019,12,emb,full,0.1855388813096862,0.15279672578444747,0.024034566449145853
aptos2019,12,emb,selected_training,0.1296043656207367,0.11050477489768076,0.016760133866388804
aptos2019,12,emb_ema,frozen_lr,0.0,0.0,0.0
aptos2019,12,emb_ema,last2,0.16780354706684858,0.1377899045020464,0.024794558410711674
aptos2019,12,emb_ema,full,0.1855388813096862,0.15279672578444747,0.024034566449145853
aptos2019,12,emb_ema,selected_training,0.1296043656207367,0.11050477489768076,0.016760133866388804
aptos2019,12,first2,frozen_lr,0.0,0.0,0.0
aptos2019,12,first2,last2,0.16780354706684858,0.1377899045020464,0.024794558410711674
aptos2019,12,first2,full,0.1855388813096862,0.15279672578444747,0.024034566449145853
aptos2019,12,first2,selected_training,0.1296043656207367,0.11050477489768076,0.016760133866388804
aptos2019,12,first2_ema,frozen_lr,0.0504774897680764,0.03956343792633015,0.01283687053431458
aptos2019,12,first2_ema,last2,0.17598908594815826,0.14733969986357434,0.025049450417918746
aptos2019,12,first2_ema,full,0.18417462482946795,0.15416098226466576,0.023249090230664054
aptos2019,12,first2_ema,selected_training,0.13915416098226466,0.12005457025920874,0.017374401530754237
aptos2019,12,full_llrd,frozen_lr,0.15688949522510232,0.12278308321964529,0.021510602651968476
aptos2019,12,full_llrd,last2,0.22783083219645292,0.1869031377899045,0.025180205258729563
aptos2019,12,full_llrd,full,0.1377899045020464,0.10641200545702592,0.02003174565969958
aptos2019,12,full_llrd,selected_training,0.2551159618008186,0.208731241473397,0.02309548274049736
aptos2019,12,full_llrd_ema,frozen_lr,0.10504774897680765,0.0927694406548431,0.021430631764670676
aptos2019,12,full_llrd_ema,last2,0.14733969986357434,0.12414733969986358,0.022537212492233085
aptos2019,12,full_llrd_ema,full,0.14597544338335608,0.11732605729877217,0.019427483363689994
aptos2019,12,full_llrd_ema,selected_training,0.19918144611186903,0.17598908594815826,0.022314251834503793
aptos2019,12,selected_surgical,frozen_lr,0.15688949522510232,0.12278308321964529,0.021510602651968476
aptos2019,12,selected_surgical,last2,0.22783083219645292,0.1869031377899045,0.025180205258729563
aptos2019,12,selected_surgical,full,0.1377899045020464,0.10641200545702592,0.02003174565969958
aptos2019,12,selected_surgical,selected_training,0.2551159618008186,0.208731241473397,0.02309548274049736
aptos2019,13,emb,frozen_lr,0.04059539918809202,0.02706359945872801,0.013850027853634057
aptos2019,13,emb,last2,0.09201623815967523,0.06901217861975643,0.019959151457209192
aptos2019,13,emb,full,0.13396481732070364,0.11366711772665765,0.021942541009731163
aptos2019,13,emb,selected_training,0.09201623815967523,0.06901217861975643,0.019959151457209192
aptos2019,13,emb_ema,frozen_lr,0.07713125845737483,0.05953991880920163,0.017041055898753227
aptos2019,13,emb_ema,last2,0.09066305818673884,0.06901217861975643,0.019730398576971057
aptos2019,13,emb_ema,full,0.12990527740189445,0.10284167794316644,0.019716232610094215
aptos2019,13,emb_ema,selected_training,0.09066305818673884,0.06901217861975643,0.019730398576971057
aptos2019,13,first2,frozen_lr,0.05548037889039242,0.04059539918809202,0.016723651076358613
aptos2019,13,first2,last2,0.10013531799729364,0.07713125845737483,0.02052375611921562
aptos2019,13,first2,full,0.14749661705006767,0.12178619756427606,0.024236083002731435
aptos2019,13,first2,selected_training,0.10013531799729364,0.07713125845737483,0.02052375611921562
aptos2019,13,first2_ema,frozen_lr,0.10419485791610285,0.07577807848443843,0.02026061679679443
aptos2019,13,first2_ema,last2,0.12584573748308525,0.09607577807848444,0.02363472513390977
aptos2019,13,first2_ema,full,0.13531799729364005,0.11366711772665765,0.020626783492927084
aptos2019,13,first2_ema,selected_training,0.12584573748308525,0.09607577807848444,0.02363472513390977
aptos2019,13,full_llrd,frozen_lr,0.15426251691474965,0.12719891745602166,0.025312603994266544
aptos2019,13,full_llrd,last2,0.16644113667117727,0.13937753721244925,0.025111852052847744
aptos2019,13,full_llrd,full,0.13802435723951287,0.12719891745602166,0.025885284847623913
aptos2019,13,full_llrd,selected_training,0.16644113667117727,0.13937753721244925,0.025111852052847744
aptos2019,13,full_llrd_ema,frozen_lr,0.13802435723951287,0.10825439783491204,0.023926474966776412
aptos2019,13,full_llrd_ema,last2,0.14884979702300405,0.12043301759133965,0.02343094111832998
aptos2019,13,full_llrd_ema,full,0.11502029769959404,0.10013531799729364,0.020247743109756293
aptos2019,13,full_llrd_ema,selected_training,0.14884979702300405,0.12043301759133965,0.02343094111832998
aptos2019,13,selected_surgical,frozen_lr,0.15426251691474965,0.12719891745602166,0.025312603994266544
aptos2019,13,selected_surgical,last2,0.16644113667117727,0.13937753721244925,0.025111852052847744
aptos2019,13,selected_surgical,full,0.13802435723951287,0.12719891745602166,0.025885284847623913
aptos2019,13,selected_surgical,selected_training,0.16644113667117727,0.13937753721244925,0.025111852052847744
aptos2019,14,emb,frozen_lr,0.05320600272851296,0.045020463847203276,0.013593191319921384
aptos2019,14,emb,last2,0.12551159618008187,0.10368349249658936,0.019626825184551434
aptos2019,14,emb,full,0.13915416098226466,0.11596180081855388,0.021294284373152953
aptos2019,14,emb,selected_training,0.12551159618008187,0.10368349249658936,0.019626825184551434
aptos2019,14,emb_ema,frozen_lr,0.0,0.0,0.0
aptos2019,14,emb_ema,last2,0.13233287858117326,0.1077762619372442,0.01919195193221072
aptos2019,14,emb_ema,full,0.15279672578444747,0.12824010914051842,0.022985379396411074
aptos2019,14,emb_ema,selected_training,0.13233287858117326,0.1077762619372442,0.01919195193221072
aptos2019,14,first2,frozen_lr,0.047748976807639835,0.03547066848567531,0.012329683898238875
aptos2019,14,first2,last2,0.12005457025920874,0.09959072305593451,0.02039361789705863
aptos2019,14,first2,full,0.13233287858117326,0.1145975443383356,0.021475961989333877
aptos2019,14,first2,selected_training,0.12005457025920874,0.09959072305593451,0.02039361789705863
aptos2019,14,first2_ema,frozen_lr,0.0,0.0,0.0
aptos2019,14,first2_ema,last2,0.13233287858117326,0.1077762619372442,0.01919195193221072
aptos2019,14,first2_ema,full,0.15279672578444747,0.12824010914051842,0.022985379396411074
aptos2019,14,first2_ema,selected_training,0.13233287858117326,0.1077762619372442,0.01919195193221072
aptos2019,14,full_llrd,frozen_lr,0.15143246930422918,0.12278308321964529,0.020339369722409715
aptos2019,14,full_llrd,last2,0.11050477489768076,0.09140518417462483,0.019910931638956124
aptos2019,14,full_llrd,full,0.1077762619372442,0.08731241473396999,0.019474153238391134
aptos2019,14,full_llrd,selected_training,0.11050477489768076,0.09140518417462483,0.019910931638956124
aptos2019,14,full_llrd_ema,frozen_lr,0.09686221009549795,0.08049113233287858,0.01826507364079082
aptos2019,14,full_llrd_ema,last2,0.09549795361527967,0.0791268758526603,0.01777174741308527
aptos2019,14,full_llrd_ema,full,0.13915416098226466,0.11323328785811733,0.021238522692363714
aptos2019,14,full_llrd_ema,selected_training,0.09549795361527967,0.0791268758526603,0.01777174741308527
aptos2019,14,selected_surgical,frozen_lr,0.15143246930422918,0.12278308321964529,0.020339369722409715
aptos2019,14,selected_surgical,last2,0.11050477489768076,0.09140518417462483,0.019910931638956124
aptos2019,14,selected_surgical,full,0.1077762619372442,0.08731241473396999,0.019474153238391134
aptos2019,14,selected_surgical,selected_training,0.11050477489768076,0.09140518417462483,0.019910931638956124
