dataset,fold,arm,actual_arm,seed,bacc,epoch,lr,inner_bacc,n_train,n_test,predictions_sha256,ref_frozen_lr,ref_lora,ref_last2,ref_full,ref_selected_training,previous_bt
aptos2019,13,first2,first2,0,0.6817300787950857,1,1e-05,0.6746982919213368,2923,739,4d78564afccb9085b93890443091832f5be99d4b080994aac077166688844823,0.7149998789653068,0.7023433866986196,0.6958895003250156,0.6925276526901918,0.6958895003250156,last2
aptos2019,13,first2_ema,first2_ema,0,0.7058944747235025,2,0.0001,0.6749183740938557,2923,739,3c4235c8da3c3ff4a711898eb31d6ef1067e341cb1c4f447467a3abf091fae9c,0.7149998789653068,0.7023433866986196,0.6958895003250156,0.6925276526901918,0.6958895003250156,last2
aptos2019,13,full_llrd,full_llrd,0,0.6957741295458076,17,0.0001,0.6791489217425838,2923,739,97c45d8dae657cc508f5fd4c2c038df8db7ed3465ab38b80dcb747675d4410f4,0.7149998789653068,0.7023433866986196,0.6958895003250156,0.6925276526901918,0.6958895003250156,last2
aptos2019,13,full_llrd_ema,full_llrd_ema,0,0.7193033053932034,5,0.0001,0.703568422951447,2923,739,c72d4d8bc7f1cbbed9700c45225be38b98d082f7f672bb3e3c182bbb68453a62,0.7149998789653068,0.7023433866986196,0.6958895003250156,0.6925276526901918,0.6958895003250156,last2
aptos2019,13,selected_surgical,full_llrd,0,0.6957741295458076,17,0.0001,0.6791489217425838,2923,739,97c45d8dae657cc508f5fd4c2c038df8db7ed3465ab38b80dcb747675d4410f4,0.7149998789653068,0.7023433866986196,0.6958895003250156,0.6925276526901918,0.6958895003250156,last2
aptos2019,14,emb,emb,0,0.7027034534069287,8,1e-05,0.6740622810616536,2929,733,0444fffcb15a52635fea141c188cc321712e4226630ad499dcd9f8cdf96b8109,0.7006955007487478,0.7052339204072805,0.6961332325132525,0.6623663604207952,0.6961332325132525,last2
aptos2019,14,emb_ema,emb_ema,0,0.7006955007487478,0,1e-05,0.6682555313568258,2929,733,4b1c39444c6f21f775b46619ef714d9618e5f9fcf487f585047e12af9a8bb1dd,0.7006955007487478,0.7052339204072805,0.6961332325132525,0.6623663604207952,0.6961332325132525,last2
aptos2019,14,first2,first2,0,0.7067187203970673,2,1e-05,0.6705417393798486,2929,733,c2eca242f3231fa1d11765cc0e8dc7ba6d1104efaeeafe016c259eb340b5ccb8,0.7006955007487478,0.7052339204072805,0.6961332325132525,0.6623663604207952,0.6961332325132525,last2
aptos2019,14,first2_ema,first2_ema,0,0.7006955007487478,0,1e-05,0.6682555313568258,2929,733,4b1c39444c6f21f775b46619ef714d9618e5f9fcf487f585047e12af9a8bb1dd,0.7006955007487478,0.7052339204072805,0.6961332325132525,0.6623663604207952,0.6961332325132525,last2
aptos2019,14,full_llrd,full_llrd,0,0.6884567656772699,16,0.0001,0.6911119954863167,2929,733,6709a58c300593bb5bfa0e44bd656317a94db0c4700cadf4722412b3e264fbdc,0.7006955007487478,0.7052339204072805,0.6961332325132525,0.6623663604207952,0.6961332325132525,last2
aptos2019,14,full_llrd_ema,full_llrd_ema,0,0.7407944537252941,5,0.0001,0.6973440709963992,2929,733,a133801eb7710e8afbd37cfaa90337091faa0b157561dbd4f162885d3a0de30e,0.7006955007487478,0.7052339204072805,0.6961332325132525,0.6623663604207952,0.6961332325132525,last2
aptos2019,14,selected_surgical,full_llrd,0,0.6884567656772699,16,0.0001,0.6911119954863167,2929,733,6709a58c300593bb5bfa0e44bd656317a94db0c4700cadf4722412b3e264fbdc,0.7006955007487478,0.7052339204072805,0.6961332325132525,0.6623663604207952,0.6961332325132525,last2
