condition,seed,arm,fold,bacc,mcc,macro_mae,lr,wd,epoch,per_class_recall
group,0,B1d,2,0.6646102024212319,0.6543910095972836,0.2857142857142857,0.001,1.0,40,"[0.9544235924932976, 0.7066666666666667, 0.5053191489361702, 0.5952380952380952, 0.5614035087719298]"
group,0,B1d,3,0.6591040618524872,0.6615724298382709,0.32833787465940056,0.001,10.0,30,"[0.9690140845070423, 0.6629213483146067, 0.5421052631578948, 0.5641025641025641, 0.5573770491803278]"
group,0,B1d,4,0.6460717377879827,0.6990165847308576,0.26474622770919065,0.01,10.0,330,"[0.9865951742627346, 0.546875, 0.660377358490566, 0.4482758620689655, 0.5882352941176471]"
group,0,B1d,5,0.6601939410222746,0.6985140860723823,0.2588075880758808,0.01,3.0,50,"[0.9780821917808219, 0.6962025316455697, 0.645, 0.40476190476190477, 0.5769230769230769]"
group,0,B1d,6,0.6206535379498308,0.6348810523163962,0.34705075445816186,0.001,10.0,30,"[0.9719887955182073, 0.5625, 0.5320197044334976, 0.4883720930232558, 0.5483870967741935]"
group,0,B1d,7,0.6655014803941528,0.6789473470322323,0.2935528120713306,0.01,10.0,370,"[0.9833333333333333, 0.56, 0.6130653266331658, 0.6785714285714286, 0.4925373134328358]"
group,0,B1d,8,0.6499955653873891,0.6456440459047699,0.3219645293315143,0.001,10.0,40,"[0.9509536784741145, 0.6329113924050633, 0.5384615384615384, 0.6052631578947368, 0.5223880597014925]"
group,0,B1d,9,0.6703811746707288,0.6752095725217904,0.29058663028649384,0.001,10.0,120,"[0.9438202247191011, 0.7808219178082192, 0.5953488372093023, 0.5, 0.5319148936170213]"
group,0,B1d,10,0.6925987396801614,0.6900926368128032,0.28512960436562074,0.01,10.0,30,"[0.9742857142857143, 0.6455696202531646, 0.5906735751295337, 0.675, 0.5774647887323944]"
group,0,B1d,11,0.6768657050122726,0.6679276534143853,0.29740791268758526,0.001,10.0,50,"[0.9475138121546961, 0.7283950617283951, 0.5467980295566502, 0.6216216216216216, 0.54]"
group,0,B1d,12,0.653088550135221,0.6903036949591518,0.29291553133514986,0.001,3.0,70,"[0.9829545454545454, 0.6857142857142857, 0.6484018264840182, 0.4883720930232558, 0.46]"
group,0,B1d,13,0.6674707722269562,0.6669328337168141,0.3083219645293315,0.01,10.0,140,"[0.9581005586592178, 0.6901408450704225, 0.5767195767195767, 0.5853658536585366, 0.527027027027027]"
group,0,B1d,14,0.6619704789099726,0.6883835910448727,0.2674897119341564,0.01,10.0,170,"[0.9712793733681462, 0.6231884057971014, 0.6153846153846154, 0.5, 0.6]"
seed,0,B0,0,0.6731676364088683,0.7742538864859627,0.199181446111869,0.001,1.0,260,"[0.9916897506925207, 0.6486486486486487, 0.875, 0.358974358974359, 0.4915254237288136]"
seed,0,B0,1,0.6516390816665477,0.7269647947484735,0.2510231923601637,0.01,1.0,200,"[0.9778393351800554, 0.6891891891891891, 0.775, 0.3076923076923077, 0.5084745762711864]"
seed,0,B0,2,0.6535712373249347,0.7541355470670977,0.2144808743169398,0.01,3.0,120,"[0.9889196675900277, 0.6216216216216216, 0.85, 0.3157894736842105, 0.4915254237288136]"
seed,0,B0,3,0.6379808403642856,0.7330938802250251,0.2377049180327868,0.001,1.0,250,"[0.9833795013850416, 0.6081081081081081, 0.825, 0.3157894736842105, 0.4576271186440678]"
seed,0,B0,4,0.6374776928120434,0.7175917490493952,0.2459016393442623,0.01,0.01,50,"[0.9833795013850416, 0.5, 0.7939698492462312, 0.38461538461538464, 0.5254237288135594]"
seed,0,B0,5,0.6404132875358755,0.7384760566670822,0.2278308321964529,0.01,10.0,330,"[0.9916897506925207, 0.6081081081081081, 0.82, 0.3076923076923077, 0.4745762711864407]"
seed,0,B0,6,0.6512076821464585,0.7398200360850942,0.2223738062755798,0.01,1.0,30,"[0.9861495844875346, 0.527027027027027, 0.825, 0.3076923076923077, 0.6101694915254238]"
seed,0,B0,7,0.65711096194086,0.7550773306897838,0.2199453551912568,0.01,3.0,50,"[0.9806094182825484, 0.6621621621621622, 0.86, 0.34210526315789475, 0.4406779661016949]"
seed,0,B0,8,0.6458807354234369,0.749085308166389,0.2158469945355191,0.01,10.0,360,"[0.9861495844875346, 0.6216216216216216, 0.85, 0.2631578947368421, 0.5084745762711864]"
seed,0,B0,9,0.6272003650086845,0.7256271153170982,0.2472677595628415,0.01,10.0,350,"[0.9778393351800554, 0.581081081081081, 0.8291457286432161, 0.2564102564102564, 0.4915254237288136]"
seed,0,B0,10,0.6741057956221579,0.7741505237058852,0.1937244201909959,0.01,10.0,280,"[0.9833795013850416, 0.6351351351351351, 0.885, 0.3076923076923077, 0.559322033898305]"
seed,0,B0,11,0.6010633111559447,0.7092410554962074,0.2578444747612551,0.01,3.0,50,"[0.9833795013850416, 0.5945945945945946, 0.815, 0.2564102564102564, 0.3559322033898305]"
seed,0,B0,12,0.6372357032369239,0.7277559168477074,0.2472677595628415,0.001,0.1,300,"[0.9861495844875346, 0.6756756756756757, 0.8, 0.3684210526315789, 0.3559322033898305]"
seed,0,B0,13,0.6550548090698333,0.7461748759518022,0.226775956284153,0.001,0.01,250,"[0.9833795013850416, 0.6621621621621622, 0.83, 0.34210526315789475, 0.4576271186440678]"
seed,0,B0,14,0.6593846889778872,0.7739121081417413,0.2008196721311475,0.01,10.0,290,"[0.9889196675900277, 0.5675675675675675, 0.8994974874371859, 0.23076923076923078, 0.6101694915254238]"
seed,0,B1,0,0.7450362019084965,0.7431433177855362,0.2278308321964529,0.01,10.0,350,"[0.9833795013850416, 0.8243243243243243, 0.615, 0.6923076923076923, 0.6101694915254238]"
seed,0,B1,1,0.7024199297225261,0.7073515196768815,0.2660300136425648,0.01,10.0,150,"[0.9695290858725761, 0.8378378378378378, 0.59, 0.5384615384615384, 0.576271186440678]"
seed,0,B1,2,0.6920248444604049,0.712295136951967,0.2622950819672131,0.01,10.0,180,"[0.9750692520775623, 0.7837837837837838, 0.625, 0.5, 0.576271186440678]"
seed,0,B1,3,0.6952522983568572,0.7020456726173857,0.2677595628415301,0.01,10.0,180,"[0.9695290858725761, 0.7297297297297297, 0.62, 0.631578947368421, 0.5254237288135594]"
seed,0,B1,4,0.6590630565511308,0.6768346606128054,0.2841530054644808,0.01,10.0,290,"[0.9778393351800554, 0.6216216216216216, 0.5728643216080402, 0.5128205128205128, 0.6101694915254238]"
seed,0,B1,5,0.6884706428683611,0.6962730039150122,0.276944065484311,0.001,10.0,120,"[0.9833795013850416, 0.7162162162162162, 0.585, 0.6153846153846154, 0.5423728813559322]"
seed,0,B1,6,0.7206765896010461,0.725594574058975,0.242837653478854,0.01,10.0,160,"[0.9806094182825484, 0.7702702702702703, 0.61, 0.6153846153846154, 0.6271186440677966]"
seed,0,B1,7,0.6904100458973457,0.7044198710889863,0.2718579234972678,0.01,10.0,230,"[0.9750692520775623, 0.7432432432432432, 0.62, 0.6052631578947368, 0.5084745762711864]"
seed,0,B1,8,0.6942136517004351,0.6893739560965416,0.2773224043715847,0.01,10.0,260,"[0.9667590027700831, 0.7432432432432432, 0.555, 0.5789473684210527, 0.6271186440677966]"
seed,0,B1,9,0.6653437242249656,0.6785203927300275,0.2937158469945355,0.01,10.0,390,"[0.96398891966759, 0.6486486486486487, 0.6080402010050251, 0.5128205128205128, 0.5932203389830508]"
seed,0,B1,10,0.6922192135361297,0.7141290378554496,0.2537517053206002,0.01,10.0,180,"[0.9750692520775623, 0.7432432432432432, 0.645, 0.5384615384615384, 0.559322033898305]"
seed,0,B1,11,0.6428283501153119,0.6525067150767664,0.3137789904502046,0.01,10.0,30,"[0.9667590027700831, 0.7432432432432432, 0.525, 0.5384615384615384, 0.4406779661016949]"
seed,0,B1,12,0.6589592139207144,0.6947455601951077,0.2800546448087431,0.01,3.0,100,"[0.9833795013850416, 0.7702702702702703, 0.625, 0.5263157894736842, 0.3898305084745763]"
seed,0,B1,13,0.6794222466985508,0.691804220690318,0.2827868852459016,0.001,1.0,60,"[0.9722991689750693, 0.7567567567567568, 0.59, 0.5526315789473685, 0.5254237288135594]"
seed,0,B1,14,0.6977453278703413,0.6970415448207108,0.2827868852459016,0.01,10.0,320,"[0.9695290858725761, 0.6891891891891891, 0.5879396984924623, 0.5641025641025641, 0.6779661016949152]"
seed,0,B4,0,0.7191474152935254,0.7128121484861019,0.2291950886766712,0.01,10.0,570,"[0.9778393351800554, 0.7432432432432432, 0.58, 0.7692307692307693, 0.5254237288135594]"
seed,0,B4,1,0.6748085775844357,0.6953677021450336,0.2551159618008186,0.01,10.0,530,"[0.9722991689750693, 0.7567567567567568, 0.615, 0.5384615384615384, 0.4915254237288136]"
seed,0,B4,2,0.6799374948449552,0.682460248947439,0.2773224043715847,0.01,10.0,30,"[0.9750692520775623, 0.7297297297297297, 0.57, 0.6842105263157895, 0.4406779661016949]"
seed,0,B4,3,0.6873038221563504,0.6919501354568807,0.2622950819672131,0.001,10.0,130,"[0.9667590027700831, 0.6891891891891891, 0.62, 0.7368421052631579, 0.423728813559322]"
seed,0,B4,4,0.6613476332927383,0.6958644406682608,0.2513661202185792,0.001,3.0,390,"[0.9778393351800554, 0.581081081081081, 0.6582914572864321, 0.5641025641025641, 0.5254237288135594]"
seed,0,B4,5,0.6856289054334034,0.6917352337638257,0.2564802182810368,0.01,3.0,50,"[0.9833795013850416, 0.6891891891891891, 0.58, 0.717948717948718, 0.4576271186440678]"
seed,0,B4,6,0.7101528646170647,0.7336757097895917,0.2169167803547066,0.01,10.0,730,"[0.9861495844875346, 0.7162162162162162, 0.665, 0.6410256410256411, 0.5423728813559322]"
seed,0,B4,7,0.6863926145498519,0.701175321358872,0.25,0.01,3.0,80,"[0.9750692520775623, 0.7702702702702703, 0.605, 0.6578947368421053, 0.423728813559322]"
seed,0,B4,8,0.6543107175441557,0.6586546709488428,0.2827868852459016,0.01,10.0,80,"[0.9667590027700831, 0.7027027027027027, 0.545, 0.6842105263157895, 0.3728813559322034]"
seed,0,B4,9,0.6717134869473868,0.6865213768296394,0.2773224043715847,0.01,3.0,80,"[0.9667590027700831, 0.7162162162162162, 0.6030150753768844, 0.5641025641025641, 0.5084745762711864]"
seed,0,B4,10,0.6956090440446043,0.7155623676875165,0.2414733969986357,0.001,1.0,470,"[0.9750692520775623, 0.7432432432432432, 0.645, 0.5384615384615384, 0.576271186440678]"
seed,0,B4,11,0.6330836525922681,0.6537084558475451,0.296043656207367,0.001,10.0,450,"[0.96398891966759, 0.7027027027027027, 0.57, 0.5897435897435898, 0.3389830508474576]"
seed,0,B4,12,0.6630956992017135,0.6954814827796577,0.2595628415300546,0.001,1.0,180,"[0.9833795013850416, 0.7702702702702703, 0.61, 0.5789473684210527, 0.3728813559322034]"
seed,0,B4,13,0.6932225913410477,0.703233491226421,0.2459016393442623,0.01,10.0,250,"[0.9778393351800554, 0.7027027027027027, 0.625, 0.7368421052631579, 0.423728813559322]"
seed,0,B4,14,0.6914265728481651,0.6838607129958647,0.2650273224043716,0.01,10.0,50,"[0.9750692520775623, 0.581081081081081, 0.5728643216080402, 0.717948717948718, 0.6101694915254238]"
seed,0,B0d,0,0.6790398306369948,0.7672850756027947,0.208731241473397,0.001,3.0,240,"[0.9916897506925207, 0.6621621621621622, 0.84, 0.358974358974359, 0.5423728813559322]"
seed,0,B0d,1,0.6239717528440474,0.7048380850448259,0.2564802182810368,0.01,0.01,100,"[0.9833795013850416, 0.5405405405405406, 0.755, 0.23076923076923078, 0.6101694915254238]"
seed,0,B0d,2,0.672009145207934,0.740254255286696,0.2349726775956284,0.001,3.0,260,"[0.9833795013850416, 0.6216216216216216, 0.805, 0.5263157894736842, 0.423728813559322]"
seed,0,B0d,3,0.6185409859364035,0.7027877235630832,0.2540983606557377,0.01,3.0,50,"[0.9750692520775623, 0.5540540540540541, 0.775, 0.2631578947368421, 0.5254237288135594]"
seed,0,B0d,4,0.5844866313464057,0.6856765869824432,0.2827868852459016,0.001,3.0,180,"[0.9833795013850416, 0.40540540540540543, 0.7939698492462312, 0.28205128205128205, 0.4576271186440678]"
seed,0,B0d,5,0.5928478782299619,0.6876727518644669,0.2714870395634379,0.01,1.0,90,"[0.9806094182825484, 0.581081081081081, 0.765, 0.23076923076923078, 0.4067796610169492]"
seed,0,B0d,6,0.6453914065896788,0.7240715308972657,0.2305593451568895,0.001,0.1,150,"[0.9750692520775623, 0.5405405405405406, 0.81, 0.358974358974359, 0.5423728813559322]"
seed,0,B0d,7,0.6279711723555097,0.6879099908485651,0.2773224043715847,0.01,0.1,130,"[0.9833795013850416, 0.5, 0.71, 0.42105263157894735, 0.5254237288135594]"
seed,0,B0d,8,0.638193974339615,0.7283453467020027,0.2322404371584699,0.001,1.0,90,"[0.9750692520775623, 0.5540540540540541, 0.83, 0.2894736842105263, 0.5423728813559322]"
seed,0,B0d,9,0.6362937187467133,0.7216816114342463,0.25,0.01,1.0,40,"[0.9833795013850416, 0.5540540540540541, 0.7939698492462312, 0.3076923076923077, 0.5423728813559322]"
seed,0,B0d,10,0.6300787685951309,0.7177960056149263,0.2482946793997271,0.01,0.1,60,"[0.9833795013850416, 0.5, 0.8, 0.3076923076923077, 0.559322033898305]"
seed,0,B0d,11,0.6231092848329809,0.699808596369798,0.2660300136425648,0.01,3.0,60,"[0.9750692520775623, 0.5675675675675675, 0.765, 0.3333333333333333, 0.4745762711864407]"
seed,0,B0d,12,0.610067758542147,0.70193714737768,0.2581967213114754,0.001,0.01,100,"[0.9778393351800554, 0.581081081081081, 0.78, 0.23684210526315788, 0.4745762711864407]"
seed,0,B0d,13,0.6133904434036366,0.6950486397253257,0.2691256830601093,0.001,1.0,230,"[0.9778393351800554, 0.5945945945945946, 0.755, 0.3157894736842105, 0.423728813559322]"
seed,0,B0d,14,0.6382160823991793,0.7225903796003715,0.2336065573770492,0.01,1.0,50,"[0.9889196675900277, 0.44594594594594594, 0.8040201005025126, 0.358974358974359, 0.5932203389830508]"
seed,0,B1d,0,0.7003220316532678,0.7128924503604167,0.2619372442019099,0.001,10.0,50,"[0.9806094182825484, 0.7432432432432432, 0.62, 0.6153846153846154, 0.5423728813559322]"
seed,0,B1d,1,0.6919333793988942,0.7225543366570778,0.2442019099590723,0.01,10.0,250,"[0.9833795013850416, 0.7567567567567568, 0.64, 0.38461538461538464, 0.6949152542372882]"
seed,0,B1d,2,0.6986827068394278,0.7087061329376767,0.2622950819672131,0.01,10.0,320,"[0.9667590027700831, 0.7027027027027027, 0.65, 0.631578947368421, 0.5423728813559322]"
seed,0,B1d,3,0.6397268061056033,0.6372029957175326,0.3278688524590163,0.01,10.0,40,"[0.961218836565097, 0.6756756756756757, 0.51, 0.5263157894736842, 0.5254237288135594]"
seed,0,B1d,4,0.6249899049720968,0.6323268875976382,0.3469945355191257,0.001,10.0,50,"[0.9750692520775623, 0.4594594594594595, 0.5326633165829145, 0.6153846153846154, 0.5423728813559322]"
seed,0,B1d,5,0.6252642079214219,0.6551516579349823,0.3083219645293315,0.01,10.0,170,"[0.9722991689750693, 0.6891891891891891, 0.58, 0.41025641025641024, 0.4745762711864407]"
seed,0,B1d,6,0.6988187296102223,0.7128543569977216,0.2442019099590723,0.01,10.0,170,"[0.9750692520775623, 0.6621621621621622, 0.64, 0.5897435897435898, 0.6271186440677966]"
seed,0,B1d,7,0.6721661288501046,0.6726471501028575,0.3019125683060109,0.01,10.0,50,"[0.9722991689750693, 0.6621621621621622, 0.56, 0.6578947368421053, 0.5084745762711864]"
seed,0,B1d,8,0.6823114408365829,0.6924102913775331,0.2677595628415301,0.01,10.0,40,"[0.9667590027700831, 0.6621621621621622, 0.635, 0.6052631578947368, 0.5423728813559322]"
seed,0,B1d,9,0.667211861701895,0.68043133705264,0.2950819672131147,0.001,10.0,80,"[0.9778393351800554, 0.6486486486486487, 0.5778894472361809, 0.5384615384615384, 0.5932203389830508]"
seed,0,B1d,10,0.6677829674036537,0.6910056213898259,0.2837653478854025,0.01,10.0,300,"[0.9778393351800554, 0.6756756756756757, 0.605, 0.48717948717948717, 0.5932203389830508]"
seed,0,B1d,11,0.6722023120824943,0.6652067573730164,0.3124147339699863,0.001,10.0,60,"[0.9667590027700831, 0.6621621621621622, 0.54, 0.6666666666666666, 0.5254237288135594]"
seed,0,B1d,12,0.6778525803140104,0.6983071955522322,0.2568306010928962,0.01,10.0,100,"[0.9750692520775623, 0.6891891891891891, 0.63, 0.5526315789473685, 0.5423728813559322]"
seed,0,B1d,13,0.6575246649062321,0.6812270254384599,0.2937158469945355,0.01,10.0,230,"[0.9722991689750693, 0.7162162162162162, 0.6, 0.47368421052631576, 0.5254237288135594]"
seed,0,B1d,14,0.6681189480392312,0.6836503484050692,0.2868852459016393,0.01,10.0,160,"[0.9806094182825484, 0.6216216216216216, 0.5979899497487438, 0.5641025641025641, 0.576271186440678]"
