dataset,arm,wave,fold,bacc_regen,bacc_archived,abs_diff,match
oral_diseases,A0d,w2,10,0.73703562519352,0.73703562519352,0.0,True
oral_diseases,A0d,w2,11,0.645660552897395,0.645660552897395,0.0,True
oral_diseases,A0d,w2,12,0.6886534518113466,0.6886534518113466,0.0,True
oral_diseases,A0d,w2,13,0.6548784548784549,0.6548784548784549,0.0,True
oral_diseases,A0d,w2,14,0.71817122935544,0.71817122935544,0.0,True
oral_diseases,A2d,w2,0,0.6869912251491199,0.6869912251491199,0.0,True
oral_diseases,A2d,w2,1,0.6660068732437152,0.6660068732437152,0.0,True
oral_diseases,A2d,w2,2,0.7075415812257917,0.7075415812257917,0.0,True
oral_diseases,A2d,w2,3,0.6976134976134977,0.6976134976134977,0.0,True
oral_diseases,A2d,w2,4,0.6864043120622069,0.6864043120622069,0.0,True
oral_diseases,A2d,w2,5,0.6981577632893422,0.6981577632893422,0.0,True
oral_diseases,A2d,w2,6,0.7111130097972203,0.7111130097972203,0.0,True
oral_diseases,A2d,w2,7,0.658049479760006,0.658049479760006,0.0,True
oral_diseases,A2d,w2,8,0.7025863025863026,0.7025863025863026,0.0,True
oral_diseases,A2d,w2,9,0.7476166377482166,0.7476166377482166,0.0,True
oral_diseases,A2d,w2,10,0.7630096511675459,0.7630096511675459,0.0,True
oral_diseases,A2d,w2,11,0.645660552897395,0.645660552897395,0.0,True
oral_diseases,A2d,w2,12,0.6811346548188653,0.6811346548188653,0.0,True
oral_diseases,A2d,w2,13,0.6628149628149629,0.6628149628149629,0.0,True
oral_diseases,A2d,w2,14,0.71817122935544,0.71817122935544,0.0,True
