dataset,loss,wd,fold,bacc,bacc_leakex,train_acc,wnorm,exploratory
aptos2019,ce,0.0001,9,0.5892626060102722,0.5872040070579705,0.9648464163822525,8.02249526977539,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.01,9,0.5892626060102722,0.5872040070579705,0.9645051194539249,7.958264350891113,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.1,9,0.5874318172479245,0.585101757353057,0.962457337883959,7.42378568649292,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.3,9,0.5880213901993063,0.5863465359662567,0.956655290102389,6.4917521476745605,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,1.0,9,0.5929134046421739,0.5918633338803909,0.9426621160409556,4.6747050285339355,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.0001,9,0.6073471446234601,0.5970372193895763,0.9634812286689419,9.028416633605957,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.01,9,0.6073471446234601,0.5970372193895763,0.9631399317406143,8.960095405578613,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.1,9,0.6104652995004087,0.6011892661732021,0.9604095563139932,8.388093948364258,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.3,9,0.6162861570800604,0.6085159161314311,0.9546075085324232,7.373946189880371,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,1.0,9,0.6222807515029458,0.6182716131801943,0.9382252559726962,5.3476948738098145,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.0,9,0.5892626060102722,0.5872040070579705,0.9648464163822525,8.02249526977539,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.25,9,0.5970528167985241,0.5924421022960658,0.9679180887372013,8.349710464477539,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.5,9,0.6113155280260112,0.6040686529494288,0.9720136518771331,8.605890274047852,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.75,9,0.5971721284523617,0.5853630654512715,0.967235494880546,8.740947723388672,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,1.0,9,0.6073471446234601,0.5970372193895763,0.9634812286689419,9.028416633605957,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,1.25,9,0.6185323980166544,0.6104844983342559,0.9464163822525598,8.336409568786621,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength_effnum,0.99,9,0.5909602835873469,0.5892674991214626,0.9665529010238908,8.134760856628418,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength_effnum,0.999,9,0.6029467643436828,0.5917991241514812,0.9668941979522184,8.768969535827637,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength_effnum,0.9999,9,0.5995162367925522,0.5885994583202364,0.9638225255972697,8.991883277893066,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.0001,10,0.6643416500574583,0.6520411863454687,0.9610788665073404,8.135087013244629,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.01,10,0.6643416500574583,0.6520411863454687,0.9610788665073404,8.071582794189453,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.1,10,0.6643416500574583,0.6520411863454687,0.9593717992488904,7.541022777557373,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.3,10,0.6636545222516864,0.6514109342446283,0.9528849436667804,6.60450553894043,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,1.0,10,0.6649518195489836,0.6530674589234653,0.9405940594059405,4.741103649139404,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.0001,10,0.6824855952392458,0.6655534391564369,0.9614202799590303,9.177273750305176,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.01,10,0.6824855952392458,0.6655534391564369,0.9614202799590303,9.10850715637207,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.1,10,0.6809315786187471,0.6649947799385598,0.9583475588938204,8.531414985656738,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.3,10,0.6887112396356961,0.6732870623687733,0.9532263571184705,7.501866817474365,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,1.0,10,0.6883415810144295,0.6748162085099885,0.9293274155001707,5.423691749572754,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.0,10,0.6643416500574583,0.6520411863454687,0.9610788665073404,8.135087013244629,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.25,10,0.6709726998593142,0.6563386074907713,0.9689313758962103,8.49789047241211,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.5,10,0.6702495910697234,0.6569251477319883,0.9699556162512804,8.879526138305664,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.75,10,0.675818873520362,0.6641971944817225,0.9689313758962103,9.078859329223633,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,1.0,10,0.6824855952392458,0.6655534391564369,0.9614202799590303,9.177273750305176,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,1.25,10,0.6790085369329935,0.6634493341740473,0.9429839535677705,8.506060600280762,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength_effnum,0.99,10,0.6623416500574583,0.6497423357707559,0.9627859337657904,8.298450469970703,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength_effnum,0.999,10,0.6748188735203617,0.6630477691943663,0.9668828951860703,8.957914352416992,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength_effnum,0.9999,10,0.6830396118597444,0.6661120983743141,0.9627859337657904,9.163094520568848,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.0001,11,0.6237506041183678,0.6132852182852183,0.9641515875725504,8.061379432678223,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.01,11,0.6237506041183678,0.6132852182852183,0.9631273472174804,7.99772310256958,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.1,11,0.6276944512473411,0.6175444775444776,0.9614202799590303,7.466580390930176,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.3,11,0.6259666706003623,0.6155074405074406,0.9576647319904404,6.532560348510742,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,1.0,11,0.6173155237784094,0.6062804862804863,0.9426425401160806,4.687963962554932,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.0001,11,0.6170272611290969,0.6008873858873859,0.9648344144759303,9.071161270141602,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.01,11,0.6170272611290969,0.6008873858873859,0.9644930010242404,9.002521514892578,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.1,11,0.6170272611290969,0.6008873858873859,0.9614202799590303,8.427422523498535,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.3,11,0.6150272611290969,0.5997884847884848,0.9562990781836804,7.406003475189209,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,1.0,11,0.6119192278880996,0.5934492684492685,0.9354728576305906,5.363282680511475,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.0,11,0.6237506041183678,0.6132852182852183,0.9641515875725504,8.061379432678223,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.25,11,0.6205302651353171,0.6070988120988121,0.9702970297029703,8.425666809082031,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.5,11,0.6157301980314799,0.604008454008454,0.9716626835097303,8.647259712219238,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.75,11,0.6108788841136839,0.5987908937908938,0.9713212700580403,8.629438400268555,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,1.0,11,0.6170272611290969,0.6008873858873859,0.9648344144759303,9.071161270141602,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,1.25,11,0.6182684804224783,0.6035027335027335,0.9494708091498805,8.68601131439209,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength_effnum,0.99,11,0.6296584702635222,0.616899821899822,0.9689313758962103,8.222965240478516,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength_effnum,0.999,11,0.6262634994982992,0.6096017046017046,0.9699556162512804,8.697969436645508,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength_effnum,0.9999,11,0.6160272611290969,0.5997884847884848,0.9655172413793104,9.010022163391113,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.0001,12,0.6377742198276025,0.6311687771238332,0.9699658703071672,8.075742721557617,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.01,12,0.6377742198276025,0.6311687771238332,0.9696245733788396,8.011612892150879,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.1,12,0.6367742198276025,0.6300451816182153,0.9668941979522184,7.477445602416992,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.3,12,0.641647547213865,0.6380066583437369,0.9607508532423208,6.5424604415893555,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,1.0,12,0.6485913943428381,0.6456367041198502,0.9460750853242321,4.710578918457031,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.0001,12,0.633974861146888,0.6259858618285584,0.9600682593856655,8.830060005187988,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.01,12,0.633974861146888,0.6259858618285584,0.9597269624573379,8.762953758239746,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.1,12,0.6396214109785638,0.6321518286125027,0.956655290102389,8.200796127319336,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.3,12,0.635918708275861,0.6279979300765818,0.9505119453924915,7.202603340148926,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,1.0,12,0.6527237568570026,0.6463740940707233,0.9283276450511946,5.208480358123779,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.0,12,0.6377742198276025,0.6311687771238332,0.9699658703071672,8.075742721557617,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.25,12,0.6320870920218307,0.6260009944279608,0.974061433447099,8.48960018157959,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.5,12,0.6297897947245334,0.6234133199301738,0.9699658703071672,8.658058166503906,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.75,12,0.6284924974272361,0.6219492409380049,0.9658703071672355,8.74153995513916,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,1.0,12,0.633974861146888,0.6259858618285584,0.9600682593856655,8.830060005187988,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,1.25,12,0.642906582341767,0.63560987077841,0.9426621160409556,8.258102416992188,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength_effnum,0.99,12,0.6394769225303053,0.6330754846485183,0.9720136518771331,8.241678237915039,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength_effnum,0.999,12,0.6274924974272361,0.6208256454323869,0.9651877133105802,8.836331367492676,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength_effnum,0.9999,12,0.633974861146888,0.6259858618285584,0.9604095563139932,8.820432662963867,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.0001,13,0.668620569675267,0.6529565910404646,0.9638225255972697,8.002076148986816,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.01,13,0.668620569675267,0.6529565910404646,0.9638225255972697,7.938259601593018,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.1,13,0.6662307391667924,0.6503003245705583,0.9600682593856655,7.406685829162598,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.3,13,0.6699178669725643,0.6542000583318683,0.956655290102389,6.4763360023498535,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,1.0,13,0.6713452109793253,0.6541574660497409,0.9395904436860069,4.650506496429443,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.0001,13,0.6739827742198277,0.6561248205801653,0.9587030716723549,8.818522453308105,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.01,13,0.6739827742198277,0.6561248205801653,0.9583617747440273,8.751716613769531,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.1,13,0.6749827742198276,0.6572421390159195,0.9559726962457338,8.191905975341797,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.3,13,0.672403679655053,0.6544628534338812,0.9498293515358361,7.197074890136719,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,1.0,13,0.6724962128662302,0.6547583341766293,0.9286689419795222,5.203134059906006,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.0,13,0.668620569675267,0.6529565910404646,0.9638225255972697,8.002076148986816,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.25,13,0.6650665530547684,0.6496046357332019,0.9658703071672355,8.31610107421875,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.5,13,0.6681590862659457,0.6494784868775523,0.9709897610921502,8.512030601501465,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.75,13,0.6745147773718598,0.6562966914614601,0.9651877133105802,8.68551254272461,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,1.0,13,0.6739827742198277,0.6561248205801653,0.9587030716723549,8.818522453308105,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,1.25,13,0.6724651379394795,0.6546072940498029,0.9440273037542662,8.573811531066895,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength_effnum,0.99,13,0.6676205696752671,0.6518392726047104,0.9658703071672355,8.141422271728516,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength_effnum,0.999,13,0.6711249468633853,0.6525231065557997,0.9648464163822525,8.725248336791992,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength_effnum,0.9999,13,0.6749827742198276,0.6572421390159195,0.9590443686006825,8.74110221862793,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.0001,14,0.6603350055989561,0.6569805882214379,0.9651877133105802,8.118696212768555,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.01,14,0.6603350055989561,0.6569805882214379,0.9651877133105802,8.053302764892578,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.1,14,0.6651808697381885,0.6624458085827787,0.9627986348122867,7.50869083404541,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,0.3,14,0.6661858948638166,0.6635694040883967,0.9569965870307168,6.557774066925049,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,ce,1.0,14,0.6710316876183535,0.6725313495478045,0.941296928327645,4.702068328857422,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.0001,14,0.6691026424499651,0.6682622304804899,0.9604095563139932,9.033452033996582,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.01,14,0.6691026424499651,0.6682622304804899,0.9600682593856655,8.96460247039795,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.1,14,0.6764825417757433,0.6767015434716039,0.9587030716723549,8.388097763061523,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,0.3,14,0.6764825417757433,0.6767015434716039,0.951877133105802,7.365888595581055,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wce,1.0,14,0.687390907440944,0.6930102797072472,0.937542662116041,5.323574066162109,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.0,14,0.6603350055989561,0.6569805882214379,0.9651877133105802,8.118696212768555,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.25,14,0.6666692541411458,0.6655893974790115,0.9709897610921502,8.510025024414062,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.5,14,0.6749317749153777,0.6722773471978007,0.9706484641638226,8.663000106811523,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,0.75,14,0.6676197826926822,0.6653478656673609,0.9631399317406143,8.703347206115723,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,1.0,14,0.6691026424499651,0.6682622304804899,0.9604095563139932,9.033452033996582,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength,1.25,14,0.6739184749039884,0.6738987969048125,0.948122866894198,8.882555961608887,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength_effnum,0.99,14,0.663453160475905,0.6606157501513784,0.9668941979522184,8.293412208557129,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength_effnum,0.999,14,0.6646047073157979,0.6619770791505071,0.9638225255972697,8.750438690185547,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
aptos2019,wstrength_effnum,0.9999,14,0.6691026424499651,0.6682622304804899,0.9607508532423208,8.981109619140625,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
