dataset,arm,family,loss,fold,repeat,n_train_fold,n_inner_train,n_inner_val,T,T_converged,T_insample,nll_val_T1,nll_val_T,secs,n_test,n_pred_changed,bacc_T1,bacc_T,exploratory
oral_diseases,A4,softmax,logitadj,14,2,413,371,42,4.576858736269448,True,0.02000001545998651,2.3239511524776755,0.9027439023160346,0.19,103,0,0.7471258273889854,0.7471258273889854,탐색적/exploratory
oral_diseases,A5,softmax,mixup,0,0,412,370,42,1.391963167607871,True,0.06255801105708236,0.8350199302804768,0.7726079172314853,0.17,104,0,0.6693156258945733,0.6693156258945733,탐색적/exploratory
oral_diseases,A5,softmax,mixup,1,0,413,371,42,1.4873498422626206,True,0.020000225973731165,0.9140633400947099,0.8394894746900006,0.17,103,0,0.6792160325055062,0.6792160325055062,탐색적/exploratory
oral_diseases,A5,softmax,mixup,2,0,413,371,42,1.6960245598156998,True,0.02000001202781497,1.076057715354499,0.9131924674297762,0.18,103,0,0.6393265360370624,0.6393265360370624,탐색적/exploratory
oral_diseases,A5,softmax,mixup,3,0,413,371,42,1.7357475227552892,True,0.397585126939607,1.066674979394703,0.89416470004797,0.18,103,0,0.7134088134088135,0.7134088134088135,탐색적/exploratory
oral_diseases,A5,softmax,mixup,4,0,413,371,42,1.7304526171500565,True,0.020352244023497865,1.0569466136677628,0.8787284542235037,0.17,103,0,0.6990055266371057,0.6990055266371057,탐색적/exploratory
oral_diseases,A5,softmax,mixup,5,1,412,370,42,1.5138462619235682,True,0.061046122243154984,0.9652994093234094,0.8727878329098289,0.22,104,0,0.7568630200209148,0.7568630200209148,탐색적/exploratory
oral_diseases,A5,softmax,mixup,6,1,413,371,42,1.343003368872462,True,0.0619919266175504,0.7809057403331566,0.7441147437570104,0.18,103,0,0.7229275841117947,0.7229275841117947,탐색적/exploratory
oral_diseases,A5,softmax,mixup,7,1,413,371,42,1.3417381999468478,True,0.020000231163345285,0.6814469026223579,0.643514889692772,0.16,103,0,0.7048568390673653,0.7048568390673653,탐색적/exploratory
oral_diseases,A5,softmax,mixup,8,1,413,371,42,1.3692249585397007,True,0.4363148935772138,0.8815158462187705,0.8373057599763798,0.16,103,0,0.6894882894882893,0.6894882894882893,탐색적/exploratory
oral_diseases,A5,softmax,mixup,9,1,413,371,42,1.1104564836360484,True,0.5191187135193561,0.5788861671584629,0.5748757622640811,0.16,103,0,0.6989500996079945,0.6989500996079945,탐색적/exploratory
oral_diseases,A5,softmax,mixup,10,2,412,370,42,1.60565237670824,True,0.029867368082267646,0.9705851327101717,0.8470193771788633,0.19,104,0,0.7666226317542106,0.7666226317542106,탐색적/exploratory
oral_diseases,A5,softmax,mixup,11,2,413,371,42,1.925543692768396,True,0.03029734957222381,1.2750365358907578,1.026279916884538,0.17,103,0,0.6826944254575834,0.6826944254575834,탐색적/exploratory
oral_diseases,A5,softmax,mixup,12,2,413,371,42,1.6931815064051865,True,0.039443142040827196,1.0283309429865357,0.8828839877569555,0.21,103,0,0.7204687856003645,0.7204687856003645,탐색적/exploratory
oral_diseases,A5,softmax,mixup,13,2,413,371,42,1.2853185810570649,True,0.5941628160397434,0.7330270885263872,0.7076469925246117,0.23,103,0,0.6897213897213899,0.6897213897213899,탐색적/exploratory
oral_diseases,A5,softmax,mixup,14,2,413,371,42,1.7383774062885105,True,0.35422709453301593,1.1230061439728292,0.9446019753990555,0.21,103,0,0.7738866396761133,0.7738866396761133,탐색적/exploratory
oral_diseases,A5s,softmax,mixup,0,0,412,370,42,1.2708928633671708,True,0.039256658329625556,0.8154741573999551,0.7881282334067573,0.17,104,0,0.6248464985307091,0.6248464985307091,탐색적/exploratory
oral_diseases,A5s,softmax,mixup,1,0,413,371,42,1.7910699773250247,True,0.03041209810372949,0.9573410419385953,0.7962872747693346,0.18,103,0,0.7758221310852891,0.7758221310852891,탐색적/exploratory
oral_diseases,A5s,softmax,mixup,2,0,413,371,42,2.2224420483524807,True,0.03952306421668762,1.1886941393955737,0.8281704362211099,0.17,103,0,0.6986310473152579,0.6986310473152579,탐색적/exploratory
oral_diseases,A5s,softmax,mixup,3,0,413,371,42,2.168516246235469,True,0.04007516608153358,1.1953222760337763,0.8640893234185301,0.18,103,0,0.7503718503718504,0.7503718503718504,탐색적/exploratory
oral_diseases,A5s,softmax,mixup,4,0,413,371,42,2.3109217506196535,True,0.020000431313080994,1.33960394879206,0.8951963977731306,0.16,103,0,0.7520580296896086,0.7520580296896086,탐색적/exploratory
oral_diseases,A5s,softmax,mixup,5,1,412,370,42,1.5826243036158012,True,0.02549046337369257,1.1179980502909497,0.9981059041478886,0.15,104,0,0.7525672426988216,0.7525672426988216,탐색적/exploratory
oral_diseases,A5s,softmax,mixup,6,1,413,371,42,1.7292514310980178,True,0.06263007660524991,0.8731747888512011,0.7578365765809283,0.16,103,0,0.801658502316397,0.801658502316397,탐색적/exploratory
oral_diseases,A5s,softmax,mixup,7,1,413,371,42,1.6284112669485984,True,0.02000035339286276,0.6891130272949477,0.5963205249384183,0.17,103,0,0.7676245538087644,0.7676245538087644,탐색적/exploratory
oral_diseases,A5s,softmax,mixup,8,1,413,371,42,1.8067147348753814,True,0.02279285661923533,0.9731419771720795,0.817347457713089,0.2,103,0,0.7774003774003775,0.7774003774003775,탐색적/exploratory
oral_diseases,A5s,softmax,mixup,9,1,413,371,42,1.5879873816165915,True,0.6085773095024247,0.7306342673610373,0.6418221332094353,0.19,103,0,0.7033151789730737,0.7033151789730737,탐색적/exploratory
oral_diseases,A5s,softmax,mixup,10,2,412,370,42,1.6138063359779373,True,0.030364413460782693,1.1224134662009992,0.9829188734970767,0.17,104,0,0.7401783158362105,0.7401783158362105,탐색적/exploratory
oral_diseases,A5s,softmax,mixup,11,2,413,371,42,2.5563674781746655,True,0.06120966301051814,1.5855386132781593,1.0337066188667263,0.17,103,0,0.6774065846434267,0.6774065846434267,탐색적/exploratory
oral_diseases,A5s,softmax,mixup,12,2,413,371,42,2.308355317353611,True,0.030268741927460832,1.2607923563807406,0.8773659789800623,0.15,103,0,0.7475222146274777,0.7475222146274777,탐색적/exploratory
oral_diseases,A5s,softmax,mixup,13,2,413,371,42,1.5645421674729771,True,0.5167816710772288,0.7576340882814252,0.6813970158955824,0.16,103,0,0.7217560217560217,0.7217560217560217,탐색적/exploratory
oral_diseases,A5s,softmax,mixup,14,2,413,371,42,2.152408314772514,True,0.02000001202781497,1.2374201777610412,0.9168448743411057,0.16,103,0,0.7838876036244457,0.7838876036244457,탐색적/exploratory
