dataset,arm,scaling,metric,n_repeats,mean,lo,hi,range,exploratory
aptos2019,B5s,none,brier_multiclass,3,0.2692416969966572,0.26419075909303213,0.2758744510691848,0.011683691976152655,탐색적/exploratory
aptos2019,B5s,none,brier_balanced,3,0.5118387911777605,0.5038508222164639,0.5180662202574846,0.014215398041020677,탐색적/exploratory
aptos2019,B5s,none,brier_ovr_mean,3,0.053848339399331424,0.052838151818606426,0.05517489021383696,0.0023367383952305337,탐색적/exploratory
aptos2019,B5s,none,nll,3,0.5290995083301308,0.5210342129159179,0.5373227860462008,0.01628857313028287,탐색적/exploratory
aptos2019,B5s,none,acc,3,0.8137629710540688,0.8055707263790278,0.8197706171490988,0.014199890770071,탐색적/exploratory
aptos2019,B5s,none,bacc,3,0.6461597307360806,0.6336401260224875,0.6564723256764504,0.02283219965396288,탐색적/exploratory
aptos2019,B5s,none,mean_conf,3,0.8701551184925366,0.8693564847443039,0.871358015873113,0.0020015311288090754,탐색적/exploratory
aptos2019,B5s,none,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
aptos2019,B5s,temp,n,3,3662.0,3662.0,3662.0,0.0,탐색적/exploratory
aptos2019,B5s,temp,n_classes,3,5.0,5.0,5.0,0.0,탐색적/exploratory
aptos2019,B5s,temp,argmax_pred_agree,3,1.0,1.0,1.0,0.0,탐색적/exploratory
aptos2019,B5s,temp,ece_top_ew,3,0.021552007869560835,0.019710530680430376,0.025043541659606157,0.005333010979175781,탐색적/exploratory
aptos2019,B5s,temp,ece_top_em,3,0.02116282465533481,0.016887944162169946,0.025848322999122528,0.008960378836952582,탐색적/exploratory
aptos2019,B5s,temp,ece_top_db,3,0.01281198559281599,0.0,0.027290499095388242,0.027290499095388242,탐색적/exploratory
aptos2019,B5s,temp,ece_top_rms_em,3,0.02638258998613771,0.020071815198948333,0.03481113544033935,0.014739320241391015,탐색적/exploratory
aptos2019,B5s,temp,ece_top_bias_corr,3,0.01357060439332172,0.0075206363449511066,0.020071815198948333,0.012551178853997227,탐색적/exploratory
aptos2019,B5s,temp,ece_dep_em,3,0.02116282465533481,0.016887944162169946,0.025848322999122528,0.008960378836952582,탐색적/exploratory
aptos2019,B5s,temp,cwece_ew,3,0.02461953763707297,0.023783164494227772,0.025412438232285894,0.001629273738058122,탐색적/exploratory
aptos2019,B5s,temp,cwece_em,3,0.02478651835764047,0.02397167460302959,0.025430987163132284,0.0014593125601026942,탐색적/exploratory
aptos2019,B5s,temp,cwece_db,3,0.04200568214127411,0.04098743168037773,0.043398813469500516,0.002411381789122785,탐색적/exploratory
aptos2019,B5s,temp,cwece_rms_em,3,0.04445347772523258,0.043449666796773714,0.045810878196632134,0.002361211399858419,탐색적/exploratory
aptos2019,B5s,temp,brier_multiclass,3,0.2613938417026178,0.25784039233842615,0.26585921457237194,0.008018822233945788,탐색적/exploratory
aptos2019,B5s,temp,brier_balanced,3,0.4807635848512029,0.47605634432428234,0.48359448210358663,0.007538137779304288,탐색적/exploratory
aptos2019,B5s,temp,brier_ovr_mean,3,0.052278768340523564,0.05156807846768523,0.05317184291447439,0.0016037644467891618,탐색적/exploratory
aptos2019,B5s,temp,nll,3,0.5063160370545924,0.5020779485104948,0.5114765375122766,0.00939858900178181,탐색적/exploratory
aptos2019,B5s,temp,acc,3,0.8137629710540688,0.8055707263790278,0.8197706171490988,0.014199890770071,탐색적/exploratory
aptos2019,B5s,temp,bacc,3,0.6461597307360806,0.6336401260224875,0.6564723256764504,0.02283219965396288,탐색적/exploratory
aptos2019,B5s,temp,mean_conf,3,0.8107931054073236,0.807531671070684,0.8140180517799478,0.006486380709263773,탐색적/exploratory
aptos2019,B5s,temp,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
oral_diseases,A0,none,n,3,516.0,516.0,516.0,0.0,탐색적/exploratory
oral_diseases,A0,none,n_classes,3,7.0,7.0,7.0,0.0,탐색적/exploratory
oral_diseases,A0,none,argmax_pred_agree,3,1.0,1.0,1.0,0.0,탐색적/exploratory
oral_diseases,A0,none,ece_top_ew,3,0.19526626127409777,0.190759037997726,0.202329889440783,0.011570851443057,탐색적/exploratory
oral_diseases,A0,none,ece_top_em,3,0.192113217810678,0.18875787209978373,0.19759478296062202,0.008836910860838293,탐색적/exploratory
oral_diseases,A0,none,ece_top_db,3,0.24122523220903994,0.23272174471219634,0.2527559312781056,0.020034186565909246,탐색적/exploratory
oral_diseases,A0,none,ece_top_rms_em,3,0.24994052082603924,0.2424102222333824,0.26083894179962147,0.018428719566239066,탐색적/exploratory
oral_diseases,A0,none,ece_top_bias_corr,3,0.008715288616999273,0.008083010521515888,0.009688477521186067,0.0016054669996701798,탐색적/exploratory
oral_diseases,A0,none,ece_dep_em,3,0.192113217810678,0.18875787209978373,0.19759478296062202,0.008836910860838293,탐색적/exploratory
oral_diseases,A0,none,cwece_ew,3,0.06290411043909601,0.06086503810261885,0.06408543803402751,0.0032203999314086643,탐색적/exploratory
oral_diseases,A0,none,cwece_em,3,0.05359974029745051,0.05057190401395865,0.05586104515960003,0.005289141145641385,탐색적/exploratory
oral_diseases,A0,none,cwece_db,3,0.08602421715853044,0.08333582181331668,0.09000331014346584,0.006667488330149157,탐색적/exploratory
oral_diseases,A0,none,cwece_rms_em,3,0.09486072572036096,0.09241591086915979,0.09813910786606088,0.005723196996901089,탐색적/exploratory
oral_diseases,A0,none,brier_multiclass,3,0.4401446523724036,0.4233993089427799,0.4548155100423975,0.031416201099617624,탐색적/exploratory
oral_diseases,A0,none,brier_balanced,3,0.4377776783963781,0.4230079671928042,0.4546765724631642,0.03166860527035997,탐색적/exploratory
oral_diseases,A0,none,brier_ovr_mean,3,0.06287780748177195,0.06048561556325427,0.06497364429177108,0.0044880287285168075,탐색적/exploratory
oral_diseases,A0,none,nll,3,1.5137599438542793,1.4196927375913533,1.6104572221115248,0.19076448452017147,탐색적/exploratory
oral_diseases,A0,none,acc,3,0.7435400516795866,0.7422480620155039,0.7441860465116279,0.0019379844961240345,탐색적/exploratory
oral_diseases,A0,none,bacc,3,0.7441302376090101,0.7437959126072983,0.7446763407387104,0.0008804281314120921,탐색적/exploratory
oral_diseases,A0,none,mean_conf,3,0.9353692237174297,0.9320918316170463,0.9398427967361451,0.007750965119098785,탐색적/exploratory
oral_diseases,A0,none,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
oral_diseases,A0,temp,n,3,516.0,516.0,516.0,0.0,탐색적/exploratory
oral_diseases,A0,temp,n_classes,3,7.0,7.0,7.0,0.0,탐색적/exploratory
oral_diseases,A0,temp,argmax_pred_agree,3,1.0,1.0,1.0,0.0,탐색적/exploratory
oral_diseases,A0,temp,ece_top_ew,3,0.042361623502252116,0.03507512290124961,0.047100457571279834,0.012025334670030224,탐색적/exploratory
oral_diseases,A0,temp,ece_top_em,3,0.05650897148346229,0.04421728361916215,0.06458638401889724,0.020369100399735093,탐색적/exploratory
oral_diseases,A0,temp,ece_top_db,3,0.033109838201841844,0.0,0.059068766855307764,0.059068766855307764,탐색적/exploratory
oral_diseases,A0,temp,ece_top_rms_em,3,0.07579939950670535,0.0616428050777027,0.0896115558444388,0.027968750766736106,탐색적/exploratory
oral_diseases,A0,temp,ece_top_bias_corr,3,0.0426895613048635,0.030542788989131042,0.0616428050777027,0.031100016088571658,탐색적/exploratory
oral_diseases,A0,temp,ece_dep_em,3,0.05650897148346229,0.04421728361916215,0.06458638401889724,0.020369100399735093,탐색적/exploratory
oral_diseases,A0,temp,cwece_ew,3,0.031917177233524024,0.029546137825097407,0.03412054761031967,0.004574409785222264,탐색적/exploratory
oral_diseases,A0,temp,cwece_em,3,0.025867412078543997,0.02481779439386677,0.026929125274005827,0.002111330880139057,탐색적/exploratory
oral_diseases,A0,temp,cwece_db,3,0.015239184635586942,0.012001063277591642,0.02149461259494957,0.009493549317357927,탐색적/exploratory
oral_diseases,A0,temp,cwece_rms_em,3,0.04110423205008468,0.039323185741143234,0.04423916519576893,0.004915979454625699,탐색적/exploratory
oral_diseases,A0,temp,brier_multiclass,3,0.36296515391742296,0.34968678450036844,0.3783017973584118,0.028615012858043354,탐색적/exploratory
oral_diseases,A0,temp,brier_balanced,3,0.3614059116437602,0.34709883548663034,0.3791606924707204,0.03206185698409003,탐색적/exploratory
oral_diseases,A0,temp,brier_ovr_mean,3,0.05185216484534614,0.049955254928624064,0.05404311390834454,0.004087858979720478,탐색적/exploratory
oral_diseases,A0,temp,nll,3,0.733724220627765,0.7027622440973624,0.7559729430826824,0.05321069898531994,탐색적/exploratory
oral_diseases,A0,temp,acc,3,0.7435400516795866,0.7422480620155039,0.7441860465116279,0.0019379844961240345,탐색적/exploratory
oral_diseases,A0,temp,bacc,3,0.7441302376090101,0.7437959126072983,0.7446763407387104,0.0008804281314120921,탐색적/exploratory
oral_diseases,A0,temp,mean_conf,3,0.7158141183838632,0.7086967501893869,0.725413067384175,0.016716317194788055,탐색적/exploratory
oral_diseases,A0,temp,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
oral_diseases,A0d,none,n,3,516.0,516.0,516.0,0.0,탐색적/exploratory
oral_diseases,A0d,none,n_classes,3,7.0,7.0,7.0,0.0,탐색적/exploratory
oral_diseases,A0d,none,argmax_pred_agree,3,1.0,1.0,1.0,0.0,탐색적/exploratory
oral_diseases,A0d,none,ece_top_ew,3,0.2109969286331608,0.1955445641118279,0.23054303098919357,0.03499846687736566,탐색적/exploratory
oral_diseases,A0d,none,ece_top_em,3,0.210346861875666,0.1951668214637297,0.23054401067887914,0.03537718921514943,탐색적/exploratory
oral_diseases,A0d,none,ece_top_db,3,0.2587848577702589,0.24151307083940962,0.2865594176088773,0.0450463467694677,탐색적/exploratory
oral_diseases,A0d,none,ece_top_rms_em,3,0.2674678880338776,0.2506772385987923,0.2939166914258552,0.043239452827062874,탐색적/exploratory
oral_diseases,A0d,none,ece_top_bias_corr,3,0.00868303026361871,0.007357273816977872,0.00952764921449556,0.0021703753975176876,탐색적/exploratory
oral_diseases,A0d,none,ece_dep_em,3,0.210346861875666,0.1951668214637297,0.23054401067887914,0.03537718921514943,탐색적/exploratory
oral_diseases,A0d,none,cwece_ew,3,0.06858429597440513,0.06311778303108886,0.07291727868951281,0.009799495658423946,탐색적/exploratory
oral_diseases,A0d,none,cwece_em,3,0.05942641755196496,0.05572283636448472,0.06176556533450296,0.0060427289700182435,탐색적/exploratory
oral_diseases,A0d,none,cwece_db,3,0.08872948577663908,0.08280161075504755,0.0923650240142835,0.009563413259235945,탐색적/exploratory
oral_diseases,A0d,none,cwece_rms_em,3,0.09896218070308264,0.09349522023699974,0.10319313696904339,0.009697916732043649,탐색적/exploratory
oral_diseases,A0d,none,brier_multiclass,3,0.4985945546292771,0.47935147811001355,0.5095129271589862,0.030161449048972666,탐색적/exploratory
oral_diseases,A0d,none,brier_balanced,3,0.5079216681917927,0.4852226050082872,0.5259181694874852,0.040695564479197976,탐색적/exploratory
oral_diseases,A0d,none,brier_ovr_mean,3,0.07122779351846815,0.06847878258714479,0.07278756102271232,0.004308778435567526,탐색적/exploratory
oral_diseases,A0d,none,nll,3,1.6159802326248307,1.555561298785577,1.6620030730682536,0.10644177428267665,탐색적/exploratory
oral_diseases,A0d,none,acc,3,0.7021963824289407,0.6918604651162791,0.7112403100775194,0.019379844961240345,탐색적/exploratory
oral_diseases,A0d,none,bacc,3,0.6972654334953937,0.688900893751665,0.7090884136421464,0.020187519890481398,탐색적/exploratory
oral_diseases,A0d,none,mean_conf,3,0.9125413414164752,0.9064071156710335,0.9224034961054728,0.015996380434439295,탐색적/exploratory
oral_diseases,A0d,none,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
oral_diseases,A0d,temp,n,3,516.0,516.0,516.0,0.0,탐색적/exploratory
oral_diseases,A0d,temp,n_classes,3,7.0,7.0,7.0,0.0,탐색적/exploratory
oral_diseases,A0d,temp,argmax_pred_agree,3,1.0,1.0,1.0,0.0,탐색적/exploratory
oral_diseases,A0d,temp,ece_top_ew,3,0.05952800938968486,0.04753175286338058,0.06868823620271396,0.021156483339333378,탐색적/exploratory
oral_diseases,A0d,temp,ece_top_em,3,0.06013984095328508,0.05379122864188107,0.06924749493444497,0.0154562662925639,탐색적/exploratory
oral_diseases,A0d,temp,ece_top_db,3,0.030103696297087465,0.0,0.06072641929811125,0.06072641929811125,탐색적/exploratory
oral_diseases,A0d,temp,ece_top_rms_em,3,0.07736934251246416,0.06737852437970104,0.08953355894570153,0.022155034566000487,탐색적/exploratory
oral_diseases,A0d,temp,ece_top_bias_corr,3,0.04726564621537669,0.028807139647590282,0.06737852437970104,0.03857138473211076,탐색적/exploratory
oral_diseases,A0d,temp,ece_dep_em,3,0.06013984095328508,0.05379122864188107,0.06924749493444497,0.0154562662925639,탐색적/exploratory
oral_diseases,A0d,temp,cwece_ew,3,0.03239406117415866,0.03178556003542885,0.03305408102151625,0.0012685209860874014,탐색적/exploratory
oral_diseases,A0d,temp,cwece_em,3,0.025245327676832435,0.022639003100395568,0.02743722916094237,0.004798226060546803,탐색적/exploratory
oral_diseases,A0d,temp,cwece_db,3,0.007464722846217814,0.001486629040398388,0.011873047932725362,0.010386418892326974,탐색적/exploratory
oral_diseases,A0d,temp,cwece_rms_em,3,0.0373764383525896,0.0333544745830598,0.039954080601440636,0.0065996060183808394,탐색적/exploratory
oral_diseases,A0d,temp,brier_multiclass,3,0.411654751049193,0.40360904043275525,0.42692165594878595,0.0233126155160307,탐색적/exploratory
oral_diseases,A0d,temp,brier_balanced,3,0.4162168791233956,0.4072653239674107,0.43347718292684173,0.02621185895943101,탐색적/exploratory
oral_diseases,A0d,temp,brier_ovr_mean,3,0.05880782157845613,0.057658434347536466,0.060988807992683705,0.0033303736451472388,탐색적/exploratory
oral_diseases,A0d,temp,nll,3,0.8596332300786905,0.8411047136994765,0.8946711374715254,0.0535664237720489,탐색적/exploratory
oral_diseases,A0d,temp,acc,3,0.7021963824289407,0.6918604651162791,0.7112403100775194,0.019379844961240345,탐색적/exploratory
oral_diseases,A0d,temp,bacc,3,0.6972654334953937,0.688900893751665,0.7090884136421464,0.020187519890481398,탐색적/exploratory
oral_diseases,A0d,temp,mean_conf,3,0.690625831125219,0.6789179436301676,0.7069169440620323,0.027999000431864762,탐색적/exploratory
oral_diseases,A0d,temp,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
oral_diseases,A1,none,n,3,516.0,516.0,516.0,0.0,탐색적/exploratory
oral_diseases,A1,none,n_classes,3,7.0,7.0,7.0,0.0,탐색적/exploratory
oral_diseases,A1,none,argmax_pred_agree,3,1.0,1.0,1.0,0.0,탐색적/exploratory
oral_diseases,A1,none,ece_top_ew,3,0.19627070372153355,0.17950762105782922,0.2101001564949156,0.03059253543708637,탐색적/exploratory
oral_diseases,A1,none,ece_top_em,3,0.19062513199919254,0.1784913593249719,0.20445430937485748,0.02596295004988558,탐색적/exploratory
oral_diseases,A1,none,ece_top_db,3,0.24049314460920623,0.21457936666218685,0.25417527205352797,0.03959590539134111,탐색적/exploratory
oral_diseases,A1,none,ece_top_rms_em,3,0.24925434807257307,0.22453122196573222,0.26261148829772435,0.03808026633199213,탐색적/exploratory
oral_diseases,A1,none,ece_top_bias_corr,3,0.00876120346336684,0.007895538842358774,0.009951855303545365,0.0020563164611865914,탐색적/exploratory
oral_diseases,A1,none,ece_dep_em,3,0.19062513199919254,0.1784913593249719,0.20445430937485748,0.02596295004988558,탐색적/exploratory
oral_diseases,A1,none,cwece_ew,3,0.06354744608595696,0.061426514021153615,0.06600805721096699,0.004581543189813374,탐색적/exploratory
oral_diseases,A1,none,cwece_em,3,0.055021230869477356,0.05198547339080005,0.059197872859262875,0.007212399468462825,탐색적/exploratory
oral_diseases,A1,none,cwece_db,3,0.08744168932545811,0.07945987766586704,0.09553088616184768,0.016071008495980643,탐색적/exploratory
oral_diseases,A1,none,cwece_rms_em,3,0.09657728597827601,0.09007401406131468,0.10328745079343472,0.01321343673212004,탐색적/exploratory
oral_diseases,A1,none,brier_multiclass,3,0.4440152356341763,0.42972003279570237,0.4623833846510478,0.03266335185534541,탐색적/exploratory
oral_diseases,A1,none,brier_balanced,3,0.44816688985292225,0.4316117490332165,0.4668157546884067,0.03520400565519022,탐색적/exploratory
oral_diseases,A1,none,brier_ovr_mean,3,0.06343074794773947,0.06138857611367177,0.06605476923586397,0.0046661931221922,탐색적/exploratory
oral_diseases,A1,none,nll,3,1.5118003201202657,1.438953299011996,1.59544711407709,0.15649381506509408,탐색적/exploratory
oral_diseases,A1,none,acc,3,0.7422480620155039,0.7306201550387597,0.751937984496124,0.02131782945736438,탐색적/exploratory
oral_diseases,A1,none,bacc,3,0.7402735234038419,0.7300244558790423,0.750402979254757,0.020378523375714663,탐색적/exploratory
oral_diseases,A1,none,mean_conf,3,0.932873182600655,0.9304293327369063,0.9350744490430821,0.004645116306175812,탐색적/exploratory
oral_diseases,A1,none,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
oral_diseases,A1,temp,n,3,516.0,516.0,516.0,0.0,탐색적/exploratory
oral_diseases,A1,temp,n_classes,3,7.0,7.0,7.0,0.0,탐색적/exploratory
oral_diseases,A1,temp,argmax_pred_agree,3,1.0,1.0,1.0,0.0,탐색적/exploratory
oral_diseases,A1,temp,ece_top_ew,3,0.042457188916828585,0.033762663179847115,0.04766927894093055,0.013906615761083436,탐색적/exploratory
oral_diseases,A1,temp,ece_top_em,3,0.04931439148809583,0.04402353468711699,0.0587098192758933,0.014686284588776306,탐색적/exploratory
oral_diseases,A1,temp,ece_top_db,3,0.009150394216314896,0.0,0.027451182648944687,0.027451182648944687,탐색적/exploratory
oral_diseases,A1,temp,ece_top_rms_em,3,0.06190043816670335,0.054714490433496105,0.07300288851190898,0.01828839807841287,탐색적/exploratory
oral_diseases,A1,temp,ece_top_bias_corr,3,0.05275004395038845,0.04555170586296429,0.05798393555470496,0.012432229691740675,탐색적/exploratory
oral_diseases,A1,temp,ece_dep_em,3,0.04931439148809583,0.04402353468711699,0.0587098192758933,0.014686284588776306,탐색적/exploratory
oral_diseases,A1,temp,cwece_ew,3,0.033175255587398214,0.030967621523571277,0.03453180125913901,0.0035641797355677324,탐색적/exploratory
oral_diseases,A1,temp,cwece_em,3,0.02641381861547087,0.022363068425909606,0.028674265044132962,0.006311196618223356,탐색적/exploratory
oral_diseases,A1,temp,cwece_db,3,0.015985921778342866,0.008698437465057695,0.02411467746352237,0.015416239998464676,탐색적/exploratory
oral_diseases,A1,temp,cwece_rms_em,3,0.04055604962124044,0.03327939388499507,0.0454050453813744,0.012125651496379335,탐색적/exploratory
oral_diseases,A1,temp,brier_multiclass,3,0.3696137982806604,0.3631195070022912,0.3753131794874108,0.0121936724851196,탐색적/exploratory
oral_diseases,A1,temp,brier_balanced,3,0.37177065883398447,0.36266057054672446,0.37864431746528776,0.015983746918563302,탐색적/exploratory
oral_diseases,A1,temp,brier_ovr_mean,3,0.05280197118295148,0.051874215286041594,0.05361616849820154,0.0017419532121599468,탐색적/exploratory
oral_diseases,A1,temp,nll,3,0.7624208113383277,0.7450399466064511,0.7716533810969992,0.026613434490548094,탐색적/exploratory
oral_diseases,A1,temp,acc,3,0.7422480620155039,0.7306201550387597,0.751937984496124,0.02131782945736438,탐색적/exploratory
oral_diseases,A1,temp,bacc,3,0.7402735234038419,0.7300244558790423,0.750402979254757,0.020378523375714663,탐색적/exploratory
oral_diseases,A1,temp,mean_conf,3,0.7180711497779658,0.7048852643999187,0.7415826735080749,0.03669740910815622,탐색적/exploratory
oral_diseases,A1,temp,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
oral_diseases,A2,none,n,3,516.0,516.0,516.0,0.0,탐색적/exploratory
oral_diseases,A2,none,n_classes,3,7.0,7.0,7.0,0.0,탐색적/exploratory
oral_diseases,A2,none,argmax_pred_agree,3,1.0,1.0,1.0,0.0,탐색적/exploratory
oral_diseases,A2,none,ece_top_ew,3,0.193720634936848,0.19079026678554778,0.19772435655253265,0.006934089766984869,탐색적/exploratory
oral_diseases,A2,none,ece_top_em,3,0.1901874766673705,0.18898982694725175,0.19079026850788694,0.001800441560635191,탐색적/exploratory
oral_diseases,A2,none,ece_top_db,3,0.23803135448231302,0.22772686827017513,0.25356360865747857,0.025836740387303436,탐색적/exploratory
oral_diseases,A2,none,ece_top_rms_em,3,0.2468246428712416,0.23659504025057004,0.26152997524349963,0.02493493499292959,탐색적/exploratory
oral_diseases,A2,none,ece_top_bias_corr,3,0.008793288388928566,0.007966366586021068,0.009545326600369719,0.0015789600143486515,탐색적/exploratory
oral_diseases,A2,none,ece_dep_em,3,0.1901874766673705,0.18898982694725175,0.19079026850788694,0.001800441560635191,탐색적/exploratory
oral_diseases,A2,none,cwece_ew,3,0.06294871803567971,0.06044323119444144,0.06450738907528758,0.004064157880846138,탐색적/exploratory
oral_diseases,A2,none,cwece_em,3,0.05404392245049506,0.05117526778984321,0.05606682199080879,0.004891554200965584,탐색적/exploratory
oral_diseases,A2,none,cwece_db,3,0.08764061003451033,0.08553973573578733,0.09005171121613265,0.0045119754803453205,탐색적/exploratory
oral_diseases,A2,none,cwece_rms_em,3,0.09635149450789464,0.09425827255563723,0.0985575216421415,0.004299249086504267,탐색적/exploratory
oral_diseases,A2,none,brier_multiclass,3,0.43810915422470914,0.42105535154007234,0.4523351013097144,0.03127974976964204,탐색적/exploratory
oral_diseases,A2,none,brier_balanced,3,0.43374575674472865,0.41832619636692,0.4506878001327473,0.03236160376582731,탐색적/exploratory
oral_diseases,A2,none,brier_ovr_mean,3,0.06258702203210131,0.06015076450572462,0.06461930018710206,0.004468535681377443,탐색적/exploratory
oral_diseases,A2,none,nll,3,1.509830009883783,1.4130806757635088,1.6060245872550538,0.192943911491545,탐색적/exploratory
oral_diseases,A2,none,acc,3,0.7454780361757106,0.7422480620155039,0.75,0.007751937984496138,탐색적/exploratory
oral_diseases,A2,none,bacc,3,0.7473750065878194,0.7423311578937203,0.7557769325857271,0.013445774692006807,탐색적/exploratory
oral_diseases,A2,none,mean_conf,3,0.9356645320631692,0.933038328801052,0.9407793957577193,0.00774106695666732,탐색적/exploratory
oral_diseases,A2,none,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
oral_diseases,A2,temp,n,3,516.0,516.0,516.0,0.0,탐색적/exploratory
oral_diseases,A2,temp,n_classes,3,7.0,7.0,7.0,0.0,탐색적/exploratory
oral_diseases,A2,temp,argmax_pred_agree,3,1.0,1.0,1.0,0.0,탐색적/exploratory
oral_diseases,A2,temp,ece_top_ew,3,0.05134493649275765,0.04373127662869005,0.05723080806490447,0.01349953143621442,탐색적/exploratory
oral_diseases,A2,temp,ece_top_em,3,0.05896965080462652,0.056044477748700076,0.061675689324125885,0.005631211575425808,탐색적/exploratory
oral_diseases,A2,temp,ece_top_db,3,0.039427414770750895,0.03130756072931708,0.05020049728478274,0.018892936555465666,탐색적/exploratory
oral_diseases,A2,temp,ece_top_rms_em,3,0.07707493746659617,0.07143412541325368,0.08404240781070675,0.012608282397453069,탐색적/exploratory
oral_diseases,A2,temp,ece_top_bias_corr,3,0.03764752269584529,0.03384191052592401,0.040126564683936605,0.006284654158012597,탐색적/exploratory
oral_diseases,A2,temp,ece_dep_em,3,0.05896965080462652,0.056044477748700076,0.061675689324125885,0.005631211575425808,탐색적/exploratory
oral_diseases,A2,temp,cwece_ew,3,0.034257326098893474,0.032261935698926186,0.03581129448754256,0.003549358788616376,탐색적/exploratory
oral_diseases,A2,temp,cwece_em,3,0.02642296178837421,0.024765826795809003,0.027589896386793218,0.002824069590984215,탐색적/exploratory
oral_diseases,A2,temp,cwece_db,3,0.01619830278625882,0.013491482279656816,0.021530499896477713,0.008039017616820897,탐색적/exploratory
oral_diseases,A2,temp,cwece_rms_em,3,0.041729658740816654,0.04046596323550241,0.04399127777774982,0.0035253145422474083,탐색적/exploratory
oral_diseases,A2,temp,brier_multiclass,3,0.3616762806281634,0.348643550728728,0.3765614184744547,0.027917867745726688,탐색적/exploratory
oral_diseases,A2,temp,brier_balanced,3,0.358750450001615,0.34452219237535403,0.37616810951161167,0.03164591713625764,탐색적/exploratory
oral_diseases,A2,temp,brier_ovr_mean,3,0.05166804008973763,0.04980622153267543,0.05379448835349353,0.003988266820818098,탐색적/exploratory
oral_diseases,A2,temp,nll,3,0.7316969641649402,0.7001195218172418,0.7539585388398947,0.053839017022652924,탐색적/exploratory
oral_diseases,A2,temp,acc,3,0.7454780361757106,0.7422480620155039,0.75,0.007751937984496138,탐색적/exploratory
oral_diseases,A2,temp,bacc,3,0.7473750065878194,0.7423311578937203,0.7557769325857271,0.013445774692006807,탐색적/exploratory
oral_diseases,A2,temp,mean_conf,3,0.7150752801559165,0.7077985924548147,0.7246904478551188,0.016891855400304134,탐색적/exploratory
oral_diseases,A2,temp,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
oral_diseases,A2d,none,n,3,516.0,516.0,516.0,0.0,탐색적/exploratory
oral_diseases,A2d,none,n_classes,3,7.0,7.0,7.0,0.0,탐색적/exploratory
oral_diseases,A2d,none,argmax_pred_agree,3,1.0,1.0,1.0,0.0,탐색적/exploratory
oral_diseases,A2d,none,ece_top_ew,3,0.21277323950751323,0.20247020680998024,0.22637795107542724,0.023907744265447006,탐색적/exploratory
oral_diseases,A2d,none,ece_top_em,3,0.21212394039175467,0.20247022125138947,0.22637881923564485,0.023908597984255375,탐색적/exploratory
oral_diseases,A2d,none,ece_top_db,3,0.2582880366325742,0.24034424024093842,0.28661941842738536,0.04627517818644694,탐색적/exploratory
oral_diseases,A2d,none,ece_top_rms_em,3,0.2669885826185152,0.24967480219309132,0.29402303029376414,0.04434822810067282,탐색적/exploratory
oral_diseases,A2d,none,ece_top_bias_corr,3,0.00870054598594098,0.007403611866378779,0.009367464139291265,0.0019638522729124863,탐색적/exploratory
oral_diseases,A2d,none,ece_dep_em,3,0.21212394039175467,0.20247022125138947,0.22637881923564485,0.023908597984255375,탐색적/exploratory
oral_diseases,A2d,none,cwece_ew,3,0.0686177969509597,0.06490550472574104,0.07139278325410416,0.006487278528363116,탐색적/exploratory
oral_diseases,A2d,none,cwece_em,3,0.05980680216194917,0.05701041809022609,0.06378557212697711,0.006775154036751017,탐색적/exploratory
oral_diseases,A2d,none,cwece_db,3,0.08859697353896578,0.08340503152552771,0.09449327791306932,0.011088246387541606,탐색적/exploratory
oral_diseases,A2d,none,cwece_rms_em,3,0.09863391313429276,0.09400685823565902,0.10334219579168646,0.009335337556027445,탐색적/exploratory
oral_diseases,A2d,none,brier_multiclass,3,0.49788478679219944,0.4831463810173838,0.5059805775586392,0.022834196541255458,탐색적/exploratory
oral_diseases,A2d,none,brier_balanced,3,0.5047364715357118,0.4868235294304039,0.5180988224709037,0.03127529304049975,탐색적/exploratory
oral_diseases,A2d,none,brier_ovr_mean,3,0.07112639811317135,0.06902091157391196,0.07228293965123418,0.0032620280773222182,탐색적/exploratory
oral_diseases,A2d,none,nll,3,1.630773996152989,1.5796495300594369,1.6605750935522656,0.08092556349282876,탐색적/exploratory
oral_diseases,A2d,none,acc,3,0.6996124031007752,0.6957364341085271,0.7054263565891473,0.009689922480620172,탐색적/exploratory
oral_diseases,A2d,none,bacc,3,0.6953920847921188,0.688506611336292,0.7034101992489985,0.014903587912706517,탐색적/exploratory
oral_diseases,A2d,none,mean_conf,3,0.9117360425605497,0.9051971790985682,0.9221143851839544,0.01691720608538616,탐색적/exploratory
oral_diseases,A2d,none,n_bins_eff_em,3,15.0,15.0,15.0,0.0,탐색적/exploratory
oral_diseases,A2d,temp,n,3,516.0,516.0,516.0,0.0,탐색적/exploratory
