dataset,loss,wd,fold,bacc,bacc_leakex,train_acc,wnorm,exploratory
oral_diseases,wce,0.3,9,0.7167269134374398,,1.0,5.58014440536499,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wce,1.0,9,0.702740826425037,,1.0,4.337873935699463,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength,0.0,9,0.7071476768845191,,1.0,7.601139068603516,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength,0.25,9,0.7071476768845191,,1.0,7.599960803985596,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength,0.5,9,0.7071476768845191,,1.0,7.597530841827393,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength,0.75,9,0.7071476768845191,,1.0,7.600513935089111,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength,1.0,9,0.6992111689480112,,1.0,7.602400779724121,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength,1.25,9,0.71813668787353,,1.0,7.588668346405029,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength_effnum,0.99,9,0.7071476768845191,,1.0,7.598967552185059,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength_effnum,0.999,9,0.6992111689480112,,1.0,7.604465484619141,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength_effnum,0.9999,9,0.6992111689480112,,1.0,7.602546215057373,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,ce,0.0001,10,0.8059013355065987,,1.0,7.646735191345215,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,ce,0.01,10,0.7929143225195857,,1.0,7.547388553619385,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,ce,0.1,10,0.7929143225195857,,1.0,6.761965751647949,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,ce,0.3,10,0.7729967401020034,,1.0,5.637246608734131,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,ce,1.0,10,0.7929143225195857,,1.0,4.420241832733154,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wce,0.0001,10,0.8059013355065987,,1.0,7.659908771514893,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wce,0.01,10,0.7929143225195857,,1.0,7.559980392456055,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wce,0.1,10,0.7929143225195857,,1.0,6.7696919441223145,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wce,0.3,10,0.7839857510910143,,1.0,5.637950420379639,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wce,1.0,10,0.8039033335085968,,1.0,4.421772480010986,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
oral_diseases,wstrength,0.0,10,0.8059013355065987,,1.0,7.646735191345215,탐색적/exploratory (w13 · 판정 아님 / not a verdict)
