bacc,mcc,macro_mae,per_class_recall,train_acc,train_bacc,train_loss,weight_norm,dataset,fold,setting,wd,epochs,n_train,n_test,ref_cell,exploratory
0.6827253062255175,0.7136361292633446,0.2540983606557377,"[0.9722991689750693, 0.7702702702702703, 0.655, 0.47368421052631576, 0.5423728813559322]",0.8887372013651877,0.8708072159672771,0.3868163228034973,3.8859102725982666,aptos2019,2,reweight,0.1,50,2930,732,False,탐색적/exploratory
0.6765390317779161,0.7130509415169449,0.2540983606557377,"[0.9778393351800554, 0.7162162162162162, 0.665, 0.4473684210526316, 0.576271186440678]",0.9563139931740614,0.9623202075740271,0.18091043829917908,8.212825775146484,aptos2019,2,reweight,0.1,200,2930,732,False,탐색적/exploratory
0.6660144506213335,0.7122051166928931,0.27049180327868855,"[0.9806094182825484, 0.6216216216216216, 0.71, 0.5263157894736842, 0.4915254237288136]",0.9924914675767919,0.9902656377133561,0.03989948332309723,21.99956512451172,aptos2019,2,reweight,0.1,2000,2930,732,False,탐색적/exploratory
0.6429342654077149,0.7263494212725452,0.24453551912568305,"[0.9722991689750693, 0.6081081081081081, 0.81, 0.3157894736842105, 0.5084745762711864]",0.9030716723549488,0.8000382785605662,0.27737706899642944,4.098024368286133,aptos2019,3,baseline,0.0,50,2930,732,False,탐색적/exploratory
0.6579334418694952,0.7282364184219957,0.25,"[0.9806094182825484, 0.6621621621621622, 0.77, 0.3684210526315789, 0.5084745762711864]",0.9634812286689419,0.9195061310952927,0.12890031933784485,8.125197410583496,aptos2019,3,baseline,0.0,200,2930,732,False,탐색적/exploratory
0.6581810248673012,0.7227195379493032,0.25,"[0.9806094182825484, 0.6351351351351351, 0.755, 0.39473684210526316, 0.5254237288135594]",0.9921501706484641,0.9822155876439369,0.01813381165266037,31.359989166259766,aptos2019,3,baseline,0.0,2000,2930,732,False,탐색적/exploratory
0.6429342654077149,0.7263494212725452,0.24453551912568305,"[0.9722991689750693, 0.6081081081081081, 0.81, 0.3157894736842105, 0.5084745762711864]",0.9030716723549488,0.8000382785605662,0.27737653255462646,4.097886085510254,aptos2019,3,baseline,0.0001,50,2930,732,False,탐색적/exploratory
0.6579334418694952,0.7282364184219957,0.25,"[0.9806094182825484, 0.6621621621621622, 0.77, 0.3684210526315789, 0.5084745762711864]",0.9634812286689419,0.9195061310952927,0.12890829145908356,8.124526977539062,aptos2019,3,baseline,0.0001,200,2930,732,True,탐색적/exploratory
0.6581810248673012,0.7227195379493032,0.25,"[0.9806094182825484, 0.6351351351351351, 0.755, 0.39473684210526316, 0.5254237288135594]",0.9921501706484641,0.9822155876439369,0.018146108835935593,31.339580535888672,aptos2019,3,baseline,0.0001,2000,2930,732,False,탐색적/exploratory
0.6429342654077149,0.7263494212725452,0.24453551912568305,"[0.9722991689750693, 0.6081081081081081, 0.81, 0.3157894736842105, 0.5084745762711864]",0.9027303754266212,0.7991908209334477,0.27732235193252563,4.084461688995361,aptos2019,3,baseline,0.01,50,2930,732,False,탐색적/exploratory
