dataset,rep,space,fold,i,j,i_name,j_name,cdnv,exploratory
oral_diseases,cp,raw,1,1,3,CoS,MC,3.5915426600101577,탐색적/exploratory
oral_diseases,cp,raw,1,1,4,CoS,OC,2.102689123059091,탐색적/exploratory
oral_diseases,cp,raw,1,1,5,CoS,OLP,3.136614089071593,탐색적/exploratory
oral_diseases,cp,raw,1,1,6,CoS,OT,2.6463503317141126,탐색적/exploratory
oral_diseases,cp,raw,1,2,3,Gum,MC,5.329349950191984,탐색적/exploratory
oral_diseases,cp,raw,1,2,4,Gum,OC,2.5601233823357936,탐색적/exploratory
oral_diseases,cp,raw,1,2,5,Gum,OLP,4.433285991849043,탐색적/exploratory
oral_diseases,cp,raw,1,2,6,Gum,OT,2.8280480782508324,탐색적/exploratory
oral_diseases,cp,raw,1,3,4,MC,OC,3.8061697826458234,탐색적/exploratory
oral_diseases,cp,raw,1,3,5,MC,OLP,5.367402741742181,탐색적/exploratory
oral_diseases,cp,raw,1,3,6,MC,OT,3.829789618352156,탐색적/exploratory
oral_diseases,cp,raw,1,4,5,OC,OLP,3.2544609031371494,탐색적/exploratory
oral_diseases,cp,raw,1,4,6,OC,OT,2.658607808368988,탐색적/exploratory
oral_diseases,cp,raw,1,5,6,OLP,OT,3.9055032121974693,탐색적/exploratory
oral_diseases,cp,train_std,2,0,1,CaS,CoS,2.641730647008068,탐색적/exploratory
oral_diseases,cp,train_std,2,0,2,CaS,Gum,2.4341233804450937,탐색적/exploratory
oral_diseases,cp,train_std,2,0,3,CaS,MC,3.175342610596798,탐색적/exploratory
oral_diseases,cp,train_std,2,0,4,CaS,OC,2.1643618679168632,탐색적/exploratory
oral_diseases,cp,train_std,2,0,5,CaS,OLP,2.7887422465190275,탐색적/exploratory
oral_diseases,cp,train_std,2,0,6,CaS,OT,3.4424359483014473,탐색적/exploratory
oral_diseases,cp,train_std,2,1,2,CoS,Gum,1.9203755038593973,탐색적/exploratory
oral_diseases,cp,train_std,2,1,3,CoS,MC,2.61428429388773,탐색적/exploratory
oral_diseases,cp,train_std,2,1,4,CoS,OC,1.7175902706556514,탐색적/exploratory
oral_diseases,cp,train_std,2,1,5,CoS,OLP,2.1291537863908805,탐색적/exploratory
oral_diseases,cp,train_std,2,1,6,CoS,OT,2.534972693811704,탐색적/exploratory
oral_diseases,cp,train_std,2,2,3,Gum,MC,3.1728353004676553,탐색적/exploratory
oral_diseases,cp,train_std,2,2,4,Gum,OC,2.0467331763315304,탐색적/exploratory
oral_diseases,cp,train_std,2,2,5,Gum,OLP,3.057624020598711,탐색적/exploratory
oral_diseases,cp,train_std,2,2,6,Gum,OT,3.048206262102363,탐색적/exploratory
oral_diseases,cp,train_std,2,3,4,MC,OC,4.5889650462173215,탐색적/exploratory
oral_diseases,cp,train_std,2,3,5,MC,OLP,4.9195612466136724,탐색적/exploratory
oral_diseases,cp,train_std,2,3,6,MC,OT,3.4212757427175453,탐색적/exploratory
oral_diseases,cp,train_std,2,4,5,OC,OLP,3.2906339861533205,탐색적/exploratory
oral_diseases,cp,train_std,2,4,6,OC,OT,2.660708792047778,탐색적/exploratory
oral_diseases,cp,train_std,2,5,6,OLP,OT,3.6418468158279307,탐색적/exploratory
oral_diseases,cp,raw,2,0,1,CaS,CoS,2.964242682391531,탐색적/exploratory
oral_diseases,cp,raw,2,0,2,CaS,Gum,2.870230092581395,탐색적/exploratory
oral_diseases,cp,raw,2,0,3,CaS,MC,3.858360863897965,탐색적/exploratory
oral_diseases,cp,raw,2,0,4,CaS,OC,2.575548106864029,탐색적/exploratory
oral_diseases,cp,raw,2,0,5,CaS,OLP,3.490228287128544,탐색적/exploratory
oral_diseases,cp,raw,2,0,6,CaS,OT,3.758945435563475,탐색적/exploratory
oral_diseases,cp,raw,2,1,2,CoS,Gum,2.52340444888582,탐색적/exploratory
oral_diseases,cp,raw,2,1,3,CoS,MC,3.27732219446009,탐색적/exploratory
oral_diseases,cp,raw,2,1,4,CoS,OC,2.01408065337877,탐색적/exploratory
oral_diseases,cp,raw,2,1,5,CoS,OLP,2.782344829050109,탐색적/exploratory
oral_diseases,cp,raw,2,1,6,CoS,OT,3.0025428297417744,탐색적/exploratory
oral_diseases,cp,raw,2,2,3,Gum,MC,3.6427477995266444,탐색적/exploratory
oral_diseases,cp,raw,2,2,4,Gum,OC,2.2943158207612635,탐색적/exploratory
oral_diseases,cp,raw,2,2,5,Gum,OLP,3.6949237890422477,탐색적/exploratory
oral_diseases,cp,raw,2,2,6,Gum,OT,3.271665687740131,탐색적/exploratory
oral_diseases,cp,raw,2,3,4,MC,OC,4.650252132619254,탐색적/exploratory
oral_diseases,cp,raw,2,3,5,MC,OLP,5.2584385090598005,탐색적/exploratory
oral_diseases,cp,raw,2,3,6,MC,OT,3.5832315610297787,탐색적/exploratory
oral_diseases,cp,raw,2,4,5,OC,OLP,3.3693694020874223,탐색적/exploratory
oral_diseases,cp,raw,2,4,6,OC,OT,2.7887030827555632,탐색적/exploratory
oral_diseases,cp,raw,2,5,6,OLP,OT,3.7559924549108765,탐색적/exploratory
oral_diseases,cp,train_std,3,0,1,CaS,CoS,2.6590753904756514,탐색적/exploratory
oral_diseases,cp,train_std,3,0,2,CaS,Gum,3.7404681653099825,탐색적/exploratory
oral_diseases,cp,train_std,3,0,3,CaS,MC,3.474319243357194,탐색적/exploratory
oral_diseases,cp,train_std,3,0,4,CaS,OC,2.162079722272334,탐색적/exploratory
oral_diseases,cp,train_std,3,0,5,CaS,OLP,2.9252441093870654,탐색적/exploratory
oral_diseases,cp,train_std,3,0,6,CaS,OT,2.342761462126463,탐색적/exploratory
oral_diseases,cp,train_std,3,1,2,CoS,Gum,2.265139379961242,탐색적/exploratory
oral_diseases,cp,train_std,3,1,3,CoS,MC,2.6232928106740916,탐색적/exploratory
oral_diseases,cp,train_std,3,1,4,CoS,OC,1.5515121390556,탐색적/exploratory
oral_diseases,cp,train_std,3,1,5,CoS,OLP,2.131518317888596,탐색적/exploratory
oral_diseases,cp,train_std,3,1,6,CoS,OT,2.01909343460976,탐색적/exploratory
oral_diseases,cp,train_std,3,2,3,Gum,MC,4.370012694018458,탐색적/exploratory
oral_diseases,cp,train_std,3,2,4,Gum,OC,2.1993208490156406,탐색적/exploratory
oral_diseases,cp,train_std,3,2,5,Gum,OLP,2.9172930504535994,탐색적/exploratory
oral_diseases,cp,train_std,3,2,6,Gum,OT,2.38348593553169,탐색적/exploratory
oral_diseases,cp,train_std,3,3,4,MC,OC,3.790421895485919,탐색적/exploratory
oral_diseases,cp,train_std,3,3,5,MC,OLP,4.616549182481543,탐색적/exploratory
oral_diseases,cp,train_std,3,3,6,MC,OT,2.9681339999312533,탐색적/exploratory
oral_diseases,cp,train_std,3,4,5,OC,OLP,2.9632104646960764,탐색적/exploratory
oral_diseases,cp,train_std,3,4,6,OC,OT,1.7389312986036145,탐색적/exploratory
oral_diseases,cp,train_std,3,5,6,OLP,OT,3.4531727436661486,탐색적/exploratory
oral_diseases,cp,raw,3,0,1,CaS,CoS,2.86022927781612,탐색적/exploratory
oral_diseases,cp,raw,3,0,2,CaS,Gum,4.07735037414443,탐색적/exploratory
oral_diseases,cp,raw,3,0,3,CaS,MC,4.1355840123419885,탐색적/exploratory
oral_diseases,cp,raw,3,0,4,CaS,OC,2.6331422516723864,탐색적/exploratory
oral_diseases,cp,raw,3,0,5,CaS,OLP,3.9316165870735187,탐색적/exploratory
oral_diseases,cp,raw,3,0,6,CaS,OT,2.4483538104247216,탐색적/exploratory
oral_diseases,cp,raw,3,1,2,CoS,Gum,2.4626253451070887,탐색적/exploratory
oral_diseases,cp,raw,3,1,3,CoS,MC,3.0935260823545954,탐색적/exploratory
oral_diseases,cp,raw,3,1,4,CoS,OC,1.8665630506226938,탐색적/exploratory
oral_diseases,cp,raw,3,1,5,CoS,OLP,2.9123084835515476,탐색적/exploratory
oral_diseases,cp,raw,3,1,6,CoS,OT,2.259719539079241,탐색적/exploratory
oral_diseases,cp,raw,3,2,3,Gum,MC,4.491432498629134,탐색적/exploratory
oral_diseases,cp,raw,3,2,4,Gum,OC,2.4637129462290916,탐색적/exploratory
oral_diseases,cp,raw,3,2,5,Gum,OLP,3.4376525496690573,탐색적/exploratory
oral_diseases,cp,raw,3,2,6,Gum,OT,2.3729532086980245,탐색적/exploratory
oral_diseases,cp,raw,3,3,4,MC,OC,4.001111337852467,탐색적/exploratory
oral_diseases,cp,raw,3,3,5,MC,OLP,5.015896654448074,탐색적/exploratory
oral_diseases,cp,raw,3,3,6,MC,OT,3.0913258268422528,탐색적/exploratory
oral_diseases,cp,raw,3,4,5,OC,OLP,3.288341352037555,탐색적/exploratory
oral_diseases,cp,raw,3,4,6,OC,OT,1.890341190127684,탐색적/exploratory
oral_diseases,cp,raw,3,5,6,OLP,OT,3.6814119086648307,탐색적/exploratory
oral_diseases,cp,train_std,4,0,1,CaS,CoS,3.308206260881837,탐색적/exploratory
oral_diseases,cp,train_std,4,0,2,CaS,Gum,2.6584560012869267,탐색적/exploratory
oral_diseases,cp,train_std,4,0,3,CaS,MC,3.374369423565243,탐색적/exploratory
oral_diseases,cp,train_std,4,0,4,CaS,OC,2.161752219691762,탐색적/exploratory
oral_diseases,cp,train_std,4,0,5,CaS,OLP,3.435570432254969,탐색적/exploratory
oral_diseases,cp,train_std,4,0,6,CaS,OT,3.118361417930047,탐색적/exploratory
oral_diseases,cp,train_std,4,1,2,CoS,Gum,2.476401776647044,탐색적/exploratory
oral_diseases,cp,train_std,4,1,3,CoS,MC,3.1197799693798403,탐색적/exploratory
oral_diseases,cp,train_std,4,1,4,CoS,OC,2.2263844165706907,탐색적/exploratory
oral_diseases,cp,train_std,4,1,5,CoS,OLP,2.7685025478801415,탐색적/exploratory
oral_diseases,cp,train_std,4,1,6,CoS,OT,2.8088351248158485,탐색적/exploratory
oral_diseases,cp,train_std,4,2,3,Gum,MC,4.2260405682178925,탐색적/exploratory
oral_diseases,cp,train_std,4,2,4,Gum,OC,2.4072768258263784,탐색적/exploratory
oral_diseases,cp,train_std,4,2,5,Gum,OLP,3.1373562919807556,탐색적/exploratory
oral_diseases,cp,train_std,4,2,6,Gum,OT,3.043303245433161,탐색적/exploratory
oral_diseases,cp,train_std,4,3,4,MC,OC,3.1161998788149785,탐색적/exploratory
oral_diseases,cp,train_std,4,3,5,MC,OLP,4.923668573286971,탐색적/exploratory
oral_diseases,cp,train_std,4,3,6,MC,OT,3.7683110072266346,탐색적/exploratory
oral_diseases,cp,train_std,4,4,5,OC,OLP,3.3192794377571953,탐색적/exploratory
oral_diseases,cp,train_std,4,4,6,OC,OT,2.9539206214995195,탐색적/exploratory
oral_diseases,cp,train_std,4,5,6,OLP,OT,4.389960136916126,탐색적/exploratory
oral_diseases,cp,raw,4,0,1,CaS,CoS,3.9614730042743065,탐색적/exploratory
oral_diseases,cp,raw,4,0,2,CaS,Gum,2.922050394412079,탐색적/exploratory
oral_diseases,cp,raw,4,0,3,CaS,MC,3.6388532004233194,탐색적/exploratory
oral_diseases,cp,raw,4,0,4,CaS,OC,2.098727495191814,탐색적/exploratory
oral_diseases,cp,raw,4,0,5,CaS,OLP,3.8387664568384112,탐색적/exploratory
oral_diseases,cp,raw,4,0,6,CaS,OT,3.2839670027990326,탐색적/exploratory
oral_diseases,cp,raw,4,1,2,CoS,Gum,3.146816111802079,탐색적/exploratory
oral_diseases,cp,raw,4,1,3,CoS,MC,4.175332372180137,탐색적/exploratory
oral_diseases,cp,raw,4,1,4,CoS,OC,2.279216564303039,탐색적/exploratory
oral_diseases,cp,raw,4,1,5,CoS,OLP,3.9016554792315223,탐색적/exploratory
oral_diseases,cp,raw,4,1,6,CoS,OT,3.199637729791048,탐색적/exploratory
oral_diseases,cp,raw,4,2,3,Gum,MC,4.647964072905511,탐색적/exploratory
oral_diseases,cp,raw,4,2,4,Gum,OC,2.4955709748779404,탐색적/exploratory
oral_diseases,cp,raw,4,2,5,Gum,OLP,3.7512722720861076,탐색적/exploratory
oral_diseases,cp,raw,4,2,6,Gum,OT,3.1765231539362846,탐색적/exploratory
oral_diseases,cp,raw,4,3,4,MC,OC,3.148750150353014,탐색적/exploratory
oral_diseases,cp,raw,4,3,5,MC,OLP,5.455077137494872,탐색적/exploratory
oral_diseases,cp,raw,4,3,6,MC,OT,3.955739133036938,탐색적/exploratory
oral_diseases,cp,raw,4,4,5,OC,OLP,3.244046411651523,탐색적/exploratory
oral_diseases,cp,raw,4,4,6,OC,OT,2.991560038527241,탐색적/exploratory
oral_diseases,cp,raw,4,5,6,OLP,OT,4.602217142435044,탐색적/exploratory
oral_diseases,cp,train_std,5,0,1,CaS,CoS,3.5901534071695265,탐색적/exploratory
oral_diseases,cp,train_std,5,0,2,CaS,Gum,2.732614081906765,탐색적/exploratory
oral_diseases,cp,train_std,5,0,3,CaS,MC,3.523454226524131,탐색적/exploratory
oral_diseases,cp,train_std,5,0,4,CaS,OC,2.3335579907052,탐색적/exploratory
oral_diseases,cp,train_std,5,0,5,CaS,OLP,2.485156149865426,탐색적/exploratory
oral_diseases,cp,train_std,5,0,6,CaS,OT,3.132516853594802,탐색적/exploratory
oral_diseases,cp,train_std,5,1,2,CoS,Gum,2.2418095280393584,탐색적/exploratory
oral_diseases,cp,train_std,5,1,3,CoS,MC,2.8129444970376345,탐색적/exploratory
oral_diseases,cp,train_std,5,1,4,CoS,OC,1.930316599843413,탐색적/exploratory
oral_diseases,cp,train_std,5,1,5,CoS,OLP,1.986477037344872,탐색적/exploratory
oral_diseases,cp,train_std,5,1,6,CoS,OT,2.542460643691578,탐색적/exploratory
oral_diseases,cp,train_std,5,2,3,Gum,MC,3.8861106687147378,탐색적/exploratory
oral_diseases,cp,train_std,5,2,4,Gum,OC,2.1120560872790772,탐색적/exploratory
oral_diseases,cp,train_std,5,2,5,Gum,OLP,2.2609281498927376,탐색적/exploratory
oral_diseases,cp,train_std,5,2,6,Gum,OT,2.7890581373832863,탐색적/exploratory
oral_diseases,cp,train_std,5,3,4,MC,OC,4.1187065170877215,탐색적/exploratory
oral_diseases,cp,train_std,5,3,5,MC,OLP,4.293815867723331,탐색적/exploratory
oral_diseases,cp,train_std,5,3,6,MC,OT,3.7047241825855672,탐색적/exploratory
oral_diseases,cp,train_std,5,4,5,OC,OLP,2.36306731169022,탐색적/exploratory
oral_diseases,cp,train_std,5,4,6,OC,OT,2.5154124328034957,탐색적/exploratory
oral_diseases,cp,train_std,5,5,6,OLP,OT,2.8523341131709503,탐색적/exploratory
oral_diseases,cp,raw,5,0,1,CaS,CoS,3.7190735585116683,탐색적/exploratory
oral_diseases,cp,raw,5,0,2,CaS,Gum,3.2042206676466116,탐색적/exploratory
oral_diseases,cp,raw,5,0,3,CaS,MC,4.8137171683611335,탐색적/exploratory
oral_diseases,cp,raw,5,0,4,CaS,OC,3.0630066219619816,탐색적/exploratory
oral_diseases,cp,raw,5,0,5,CaS,OLP,3.1883810380567343,탐색적/exploratory
oral_diseases,cp,raw,5,0,6,CaS,OT,3.4757287556127783,탐색적/exploratory
oral_diseases,cp,raw,5,1,2,CoS,Gum,2.6134439886780862,탐색적/exploratory
oral_diseases,cp,raw,5,1,3,CoS,MC,3.6534167341972084,탐색적/exploratory
oral_diseases,cp,raw,5,1,4,CoS,OC,2.259744903682158,탐색적/exploratory
oral_diseases,cp,raw,5,1,5,CoS,OLP,2.603037264540941,탐색적/exploratory
oral_diseases,cp,raw,5,1,6,CoS,OT,2.687285058159016,탐색적/exploratory
oral_diseases,cp,raw,5,2,3,Gum,MC,4.907045476995057,탐색적/exploratory
oral_diseases,cp,raw,5,2,4,Gum,OC,2.406773143991075,탐색적/exploratory
oral_diseases,cp,raw,5,2,5,Gum,OLP,2.963911141361524,탐색적/exploratory
oral_diseases,cp,raw,5,2,6,Gum,OT,3.0699549710625798,탐색적/exploratory
oral_diseases,cp,raw,5,3,4,MC,OC,4.167971544918607,탐색적/exploratory
oral_diseases,cp,raw,5,3,5,MC,OLP,4.812063640137796,탐색적/exploratory
oral_diseases,cp,raw,5,3,6,MC,OT,4.232226761651924,탐색적/exploratory
oral_diseases,cp,raw,5,4,5,OC,OLP,2.716626501366609,탐색적/exploratory
oral_diseases,cp,raw,5,4,6,OC,OT,2.859382916372499,탐색적/exploratory
oral_diseases,cp,raw,5,5,6,OLP,OT,3.135216758542032,탐색적/exploratory
oral_diseases,cp,train_std,6,0,1,CaS,CoS,2.8099834807331336,탐색적/exploratory
oral_diseases,cp,train_std,6,0,2,CaS,Gum,2.1536009042602897,탐색적/exploratory
oral_diseases,cp,train_std,6,0,3,CaS,MC,2.9781534383795356,탐색적/exploratory
oral_diseases,cp,train_std,6,0,4,CaS,OC,1.9539978331536323,탐색적/exploratory
oral_diseases,cp,train_std,6,0,5,CaS,OLP,2.8346027470225694,탐색적/exploratory
oral_diseases,cp,train_std,6,0,6,CaS,OT,2.549642545215172,탐색적/exploratory
oral_diseases,cp,train_std,6,1,2,CoS,Gum,2.1998775651061533,탐색적/exploratory
oral_diseases,cp,train_std,6,1,3,CoS,MC,2.759403168651534,탐색적/exploratory
oral_diseases,cp,train_std,6,1,4,CoS,OC,1.884091837192567,탐색적/exploratory
oral_diseases,cp,train_std,6,1,5,CoS,OLP,2.1509059795059438,탐색적/exploratory
oral_diseases,cp,train_std,6,1,6,CoS,OT,2.6742501585518417,탐색적/exploratory
oral_diseases,cp,train_std,6,2,3,Gum,MC,3.8337543602247277,탐색적/exploratory
oral_diseases,cp,train_std,6,2,4,Gum,OC,2.472102163889614,탐색적/exploratory
oral_diseases,cp,train_std,6,2,5,Gum,OLP,2.706748603654464,탐색적/exploratory
oral_diseases,cp,train_std,6,2,6,Gum,OT,2.6301878406539405,탐색적/exploratory
oral_diseases,cp,train_std,6,3,4,MC,OC,4.165394890059938,탐색적/exploratory
oral_diseases,cp,train_std,6,3,5,MC,OLP,4.424319656878271,탐색적/exploratory
oral_diseases,cp,train_std,6,3,6,MC,OT,3.6579964778206464,탐색적/exploratory
oral_diseases,cp,train_std,6,4,5,OC,OLP,3.154676238037741,탐색적/exploratory
oral_diseases,cp,train_std,6,4,6,OC,OT,2.798285808726947,탐색적/exploratory
oral_diseases,cp,train_std,6,5,6,OLP,OT,3.6119966384844595,탐색적/exploratory
oral_diseases,cp,raw,6,0,1,CaS,CoS,2.9963881915299106,탐색적/exploratory
oral_diseases,cp,raw,6,0,2,CaS,Gum,2.428755416513801,탐색적/exploratory
oral_diseases,cp,raw,6,0,3,CaS,MC,3.514671656338618,탐색적/exploratory
oral_diseases,cp,raw,6,0,4,CaS,OC,2.4653439177400402,탐색적/exploratory
oral_diseases,cp,raw,6,0,5,CaS,OLP,3.325217220363459,탐색적/exploratory
oral_diseases,cp,raw,6,0,6,CaS,OT,2.570713526861845,탐색적/exploratory
oral_diseases,cp,raw,6,1,2,CoS,Gum,2.6285137193272896,탐색적/exploratory
oral_diseases,cp,raw,6,1,3,CoS,MC,3.4043300503444835,탐색적/exploratory
oral_diseases,cp,raw,6,1,4,CoS,OC,2.380784178208307,탐색적/exploratory
oral_diseases,cp,raw,6,1,5,CoS,OLP,2.6605473163642044,탐색적/exploratory
oral_diseases,cp,raw,6,1,6,CoS,OT,2.9220637409038166,탐색적/exploratory
oral_diseases,cp,raw,6,2,3,Gum,MC,4.078138981060058,탐색적/exploratory
oral_diseases,cp,raw,6,2,4,Gum,OC,2.998009349884729,탐색적/exploratory
oral_diseases,cp,raw,6,2,5,Gum,OLP,3.1643422544570363,탐색적/exploratory
oral_diseases,cp,raw,6,2,6,Gum,OT,2.7953889756059054,탐색적/exploratory
oral_diseases,cp,raw,6,3,4,MC,OC,4.417123622350884,탐색적/exploratory
oral_diseases,cp,raw,6,3,5,MC,OLP,4.614486700266396,탐색적/exploratory
oral_diseases,cp,raw,6,3,6,MC,OT,4.066832861614811,탐색적/exploratory
oral_diseases,cp,raw,6,4,5,OC,OLP,3.5833380744930885,탐색적/exploratory
oral_diseases,cp,raw,6,4,6,OC,OT,3.3723601706838595,탐색적/exploratory
oral_diseases,cp,raw,6,5,6,OLP,OT,3.9445835821062896,탐색적/exploratory
oral_diseases,cp,train_std,7,0,1,CaS,CoS,2.7497970614578855,탐색적/exploratory
oral_diseases,cp,train_std,7,0,2,CaS,Gum,3.4343999549746558,탐색적/exploratory
oral_diseases,cp,train_std,7,0,3,CaS,MC,3.1946972996098753,탐색적/exploratory
oral_diseases,cp,train_std,7,0,4,CaS,OC,2.773566395763489,탐색적/exploratory
oral_diseases,cp,train_std,7,0,5,CaS,OLP,3.5094566077101095,탐색적/exploratory
oral_diseases,cp,train_std,7,0,6,CaS,OT,3.5115649748168956,탐색적/exploratory
oral_diseases,cp,train_std,7,1,2,CoS,Gum,2.353640847119619,탐색적/exploratory
oral_diseases,cp,train_std,7,1,3,CoS,MC,2.227076151833282,탐색적/exploratory
oral_diseases,cp,train_std,7,1,4,CoS,OC,2.090951132444933,탐색적/exploratory
oral_diseases,cp,train_std,7,1,5,CoS,OLP,2.3258644434954663,탐색적/exploratory
oral_diseases,cp,train_std,7,1,6,CoS,OT,2.3373985569877562,탐색적/exploratory
oral_diseases,cp,train_std,7,2,3,Gum,MC,3.4783982258826485,탐색적/exploratory
oral_diseases,cp,train_std,7,2,4,Gum,OC,2.9382178311987923,탐색적/exploratory
oral_diseases,cp,train_std,7,2,5,Gum,OLP,3.2688969833353987,탐색적/exploratory
oral_diseases,cp,train_std,7,2,6,Gum,OT,3.347993431889493,탐색적/exploratory
oral_diseases,cp,train_std,7,3,4,MC,OC,3.962781067911676,탐색적/exploratory
oral_diseases,cp,train_std,7,3,5,MC,OLP,4.289218734291979,탐색적/exploratory
oral_diseases,cp,train_std,7,3,6,MC,OT,3.044887636578272,탐색적/exploratory
oral_diseases,cp,train_std,7,4,5,OC,OLP,4.775244176623652,탐색적/exploratory
oral_diseases,cp,train_std,7,4,6,OC,OT,2.982938629432705,탐색적/exploratory
oral_diseases,cp,train_std,7,5,6,OLP,OT,4.563482057399481,탐색적/exploratory
oral_diseases,cp,raw,7,0,1,CaS,CoS,3.1224011460235728,탐색적/exploratory
oral_diseases,cp,raw,7,0,2,CaS,Gum,3.6610329065366756,탐색적/exploratory
oral_diseases,cp,raw,7,0,3,CaS,MC,3.5637575771418937,탐색적/exploratory
oral_diseases,cp,raw,7,0,4,CaS,OC,2.841485141315301,탐색적/exploratory
oral_diseases,cp,raw,7,0,5,CaS,OLP,3.8644577683317034,탐색적/exploratory
oral_diseases,cp,raw,7,0,6,CaS,OT,3.7361323790919885,탐색적/exploratory
oral_diseases,cp,raw,7,1,2,CoS,Gum,2.8214930438107935,탐색적/exploratory
oral_diseases,cp,raw,7,1,3,CoS,MC,2.8440242216597778,탐색적/exploratory
oral_diseases,cp,raw,7,1,4,CoS,OC,2.4346138893625686,탐색적/exploratory
oral_diseases,cp,raw,7,1,5,CoS,OLP,2.9747595406085057,탐색적/exploratory
oral_diseases,cp,raw,7,1,6,CoS,OT,2.8692632731476775,탐색적/exploratory
oral_diseases,cp,raw,7,2,3,Gum,MC,3.72757489341882,탐색적/exploratory
oral_diseases,cp,raw,7,2,4,Gum,OC,3.1365432003882074,탐색적/exploratory
oral_diseases,cp,raw,7,2,5,Gum,OLP,3.792110073434106,탐색적/exploratory
oral_diseases,cp,raw,7,2,6,Gum,OT,3.708750206557921,탐색적/exploratory
oral_diseases,cp,raw,7,3,4,MC,OC,3.9780621413993194,탐색적/exploratory
oral_diseases,cp,raw,7,3,5,MC,OLP,4.463028484326527,탐색적/exploratory
oral_diseases,cp,raw,7,3,6,MC,OT,3.209712366751898,탐색적/exploratory
oral_diseases,cp,raw,7,4,5,OC,OLP,4.74416930211758,탐색적/exploratory
oral_diseases,cp,raw,7,4,6,OC,OT,3.036734503762915,탐색적/exploratory
oral_diseases,cp,raw,7,5,6,OLP,OT,4.415044696823161,탐색적/exploratory
oral_diseases,cp,train_std,8,0,1,CaS,CoS,2.77193677586471,탐색적/exploratory
oral_diseases,cp,train_std,8,0,2,CaS,Gum,3.234914431264587,탐색적/exploratory
oral_diseases,cp,train_std,8,0,3,CaS,MC,2.9508528419291467,탐색적/exploratory
oral_diseases,cp,train_std,8,0,4,CaS,OC,2.5033826181461825,탐색적/exploratory
oral_diseases,cp,train_std,8,0,5,CaS,OLP,3.1932935385826626,탐색적/exploratory
oral_diseases,cp,train_std,8,0,6,CaS,OT,2.7078704138777026,탐색적/exploratory
oral_diseases,cp,train_std,8,1,2,CoS,Gum,2.3838633414508927,탐색적/exploratory
oral_diseases,cp,train_std,8,1,3,CoS,MC,2.5762789285759693,탐색적/exploratory
oral_diseases,cp,train_std,8,1,4,CoS,OC,2.1304801161020257,탐색적/exploratory
oral_diseases,cp,train_std,8,1,5,CoS,OLP,2.4488157818374643,탐색적/exploratory
oral_diseases,cp,train_std,8,1,6,CoS,OT,2.3645779303336396,탐색적/exploratory
oral_diseases,cp,train_std,8,2,3,Gum,MC,4.467006519270329,탐색적/exploratory
oral_diseases,cp,train_std,8,2,4,Gum,OC,2.736591493514343,탐색적/exploratory
oral_diseases,cp,train_std,8,2,5,Gum,OLP,3.6748867701806396,탐색적/exploratory
oral_diseases,cp,train_std,8,2,6,Gum,OT,3.6671087091744665,탐색적/exploratory
oral_diseases,cp,train_std,8,3,4,MC,OC,4.561095902905076,탐색적/exploratory
oral_diseases,cp,train_std,8,3,5,MC,OLP,4.577323956287695,탐색적/exploratory
oral_diseases,cp,train_std,8,3,6,MC,OT,3.4558747368214515,탐색적/exploratory
oral_diseases,cp,train_std,8,4,5,OC,OLP,5.2538951523613076,탐색적/exploratory
oral_diseases,cp,train_std,8,4,6,OC,OT,2.803633126109973,탐색적/exploratory
oral_diseases,cp,train_std,8,5,6,OLP,OT,4.224482649952719,탐색적/exploratory
oral_diseases,cp,raw,8,0,1,CaS,CoS,3.315467834885136,탐색적/exploratory
oral_diseases,cp,raw,8,0,2,CaS,Gum,3.651991121019516,탐색적/exploratory
oral_diseases,cp,raw,8,0,3,CaS,MC,3.6469658245168852,탐색적/exploratory
oral_diseases,cp,raw,8,0,4,CaS,OC,2.8071591128202784,탐색적/exploratory
oral_diseases,cp,raw,8,0,5,CaS,OLP,3.958389450103715,탐색적/exploratory
oral_diseases,cp,raw,8,0,6,CaS,OT,2.9641663033458046,탐색적/exploratory
oral_diseases,cp,raw,8,1,2,CoS,Gum,3.0680577944362426,탐색적/exploratory
oral_diseases,cp,raw,8,1,3,CoS,MC,3.6290096707239767,탐색적/exploratory
oral_diseases,cp,raw,8,1,4,CoS,OC,2.6449229032554693,탐색적/exploratory
oral_diseases,cp,raw,8,1,5,CoS,OLP,3.4399730869508462,탐색적/exploratory
oral_diseases,cp,raw,8,1,6,CoS,OT,2.931431087761993,탐색적/exploratory
oral_diseases,cp,raw,8,2,3,Gum,MC,4.876678568986572,탐색적/exploratory
oral_diseases,cp,raw,8,2,4,Gum,OC,2.9066417376137386,탐색적/exploratory
oral_diseases,cp,raw,8,2,5,Gum,OLP,4.199934758939113,탐색적/exploratory
oral_diseases,cp,raw,8,2,6,Gum,OT,3.9649189082683822,탐색적/exploratory
oral_diseases,cp,raw,8,3,4,MC,OC,4.562786255083741,탐색적/exploratory
oral_diseases,cp,raw,8,3,5,MC,OLP,4.9137343001273255,탐색적/exploratory
oral_diseases,cp,raw,8,3,6,MC,OT,3.640009438908507,탐색적/exploratory
oral_diseases,cp,raw,8,4,5,OC,OLP,5.278386783767844,탐색적/exploratory
oral_diseases,cp,raw,8,4,6,OC,OT,2.86527804744418,탐색적/exploratory
oral_diseases,cp,raw,8,5,6,OLP,OT,4.19133666205404,탐색적/exploratory
oral_diseases,cp,train_std,9,0,1,CaS,CoS,2.9959973006133236,탐색적/exploratory
