dataset,rep,space,fold,i,j,i_name,j_name,cdnv,exploratory
oral_diseases,frozen,train_std,2,2,4,Gum,OC,0.9858372326562698,탐색적/exploratory
oral_diseases,frozen,train_std,2,2,5,Gum,OLP,1.2196242130567814,탐색적/exploratory
oral_diseases,frozen,train_std,2,2,6,Gum,OT,1.1525270974816382,탐색적/exploratory
oral_diseases,frozen,train_std,2,3,4,MC,OC,3.1859222123233657,탐색적/exploratory
oral_diseases,frozen,train_std,2,3,5,MC,OLP,3.5704173739042884,탐색적/exploratory
oral_diseases,frozen,train_std,2,3,6,MC,OT,1.4070334398951523,탐색적/exploratory
oral_diseases,frozen,train_std,2,4,5,OC,OLP,2.9663501712224964,탐색적/exploratory
oral_diseases,frozen,train_std,2,4,6,OC,OT,2.0609408561450464,탐색적/exploratory
oral_diseases,frozen,train_std,2,5,6,OLP,OT,2.631607683770135,탐색적/exploratory
oral_diseases,frozen,raw,2,0,1,CaS,CoS,1.3738403594102315,탐색적/exploratory
oral_diseases,frozen,raw,2,0,2,CaS,Gum,0.841188714046799,탐색적/exploratory
oral_diseases,frozen,raw,2,0,3,CaS,MC,1.036256077570119,탐색적/exploratory
oral_diseases,frozen,raw,2,0,4,CaS,OC,0.9979190658892659,탐색적/exploratory
oral_diseases,frozen,raw,2,0,5,CaS,OLP,1.3465534711436569,탐색적/exploratory
oral_diseases,frozen,raw,2,0,6,CaS,OT,1.7303522659278665,탐색적/exploratory
oral_diseases,frozen,raw,2,1,2,CoS,Gum,0.5372974676893201,탐색적/exploratory
oral_diseases,frozen,raw,2,1,3,CoS,MC,0.5571578902675388,탐색적/exploratory
oral_diseases,frozen,raw,2,1,4,CoS,OC,0.5044819796488909,탐색적/exploratory
oral_diseases,frozen,raw,2,1,5,CoS,OLP,0.6178861664100946,탐색적/exploratory
oral_diseases,frozen,raw,2,1,6,CoS,OT,0.7241364001273801,탐색적/exploratory
oral_diseases,frozen,raw,2,2,3,Gum,MC,1.2982877566130258,탐색적/exploratory
oral_diseases,frozen,raw,2,2,4,Gum,OC,0.8913888202070496,탐색적/exploratory
oral_diseases,frozen,raw,2,2,5,Gum,OLP,1.064295556748386,탐색적/exploratory
oral_diseases,frozen,raw,2,2,6,Gum,OT,1.0143830862369407,탐색적/exploratory
oral_diseases,frozen,raw,2,3,4,MC,OC,3.142414058945522,탐색적/exploratory
oral_diseases,frozen,raw,2,3,5,MC,OLP,3.2295650804136606,탐색적/exploratory
oral_diseases,frozen,raw,2,3,6,MC,OT,1.247903818928952,탐색적/exploratory
oral_diseases,frozen,raw,2,4,5,OC,OLP,3.106008673367713,탐색적/exploratory
oral_diseases,frozen,raw,2,4,6,OC,OT,1.9209820082939242,탐색적/exploratory
oral_diseases,frozen,raw,2,5,6,OLP,OT,2.539108910242336,탐색적/exploratory
oral_diseases,frozen,train_std,3,0,1,CaS,CoS,1.260746127849031,탐색적/exploratory
oral_diseases,frozen,train_std,3,0,2,CaS,Gum,1.537618838020437,탐색적/exploratory
oral_diseases,frozen,train_std,3,0,3,CaS,MC,1.4090548040339648,탐색적/exploratory
oral_diseases,frozen,train_std,3,0,4,CaS,OC,1.060651686439799,탐색적/exploratory
oral_diseases,frozen,train_std,3,0,5,CaS,OLP,1.433881182164691,탐색적/exploratory
oral_diseases,frozen,train_std,3,0,6,CaS,OT,1.2395065539972525,탐색적/exploratory
oral_diseases,frozen,train_std,3,1,2,CoS,Gum,1.0173703465877015,탐색적/exploratory
oral_diseases,frozen,train_std,3,1,3,CoS,MC,0.8346381291672353,탐색적/exploratory
oral_diseases,frozen,train_std,3,1,4,CoS,OC,0.6125394068598511,탐색적/exploratory
oral_diseases,frozen,train_std,3,1,5,CoS,OLP,0.7475404145636232,탐색적/exploratory
oral_diseases,frozen,train_std,3,1,6,CoS,OT,0.8054648280585821,탐색적/exploratory
oral_diseases,frozen,train_std,3,2,3,Gum,MC,2.645304507041724,탐색적/exploratory
oral_diseases,frozen,train_std,3,2,4,Gum,OC,1.2519645542846463,탐색적/exploratory
oral_diseases,frozen,train_std,3,2,5,Gum,OLP,1.4615819640973933,탐색적/exploratory
oral_diseases,frozen,train_std,3,2,6,Gum,OT,1.16751525404434,탐색적/exploratory
oral_diseases,frozen,train_std,3,3,4,MC,OC,4.04937216128929,탐색적/exploratory
oral_diseases,frozen,train_std,3,3,5,MC,OLP,2.5342522001258714,탐색적/exploratory
oral_diseases,frozen,train_std,3,3,6,MC,OT,1.188564343808246,탐색적/exploratory
oral_diseases,frozen,train_std,3,4,5,OC,OLP,2.7115673407894234,탐색적/exploratory
oral_diseases,frozen,train_std,3,4,6,OC,OT,1.247815391903754,탐색적/exploratory
oral_diseases,frozen,train_std,3,5,6,OLP,OT,3.047583247161157,탐색적/exploratory
oral_diseases,frozen,raw,3,0,1,CaS,CoS,1.1170168281493054,탐색적/exploratory
oral_diseases,frozen,raw,3,0,2,CaS,Gum,1.3636045230728204,탐색적/exploratory
oral_diseases,frozen,raw,3,0,3,CaS,MC,1.2574372701357392,탐색적/exploratory
oral_diseases,frozen,raw,3,0,4,CaS,OC,0.9722982707123689,탐색적/exploratory
oral_diseases,frozen,raw,3,0,5,CaS,OLP,1.3313970498878924,탐색적/exploratory
oral_diseases,frozen,raw,3,0,6,CaS,OT,1.1643271551938468,탐색적/exploratory
oral_diseases,frozen,raw,3,1,2,CoS,Gum,0.8265061908965521,탐색적/exploratory
oral_diseases,frozen,raw,3,1,3,CoS,MC,0.6259036075995754,탐색적/exploratory
oral_diseases,frozen,raw,3,1,4,CoS,OC,0.4753834783184033,탐색적/exploratory
oral_diseases,frozen,raw,3,1,5,CoS,OLP,0.5857720141681992,탐색적/exploratory
oral_diseases,frozen,raw,3,1,6,CoS,OT,0.6675401795558592,탐색적/exploratory
oral_diseases,frozen,raw,3,2,3,Gum,MC,2.483464905673341,탐색적/exploratory
oral_diseases,frozen,raw,3,2,4,Gum,OC,1.1277279510548488,탐색적/exploratory
oral_diseases,frozen,raw,3,2,5,Gum,OLP,1.2920162248843612,탐색적/exploratory
oral_diseases,frozen,raw,3,2,6,Gum,OT,1.035569204766995,탐색적/exploratory
oral_diseases,frozen,raw,3,3,4,MC,OC,3.962684266600227,탐색적/exploratory
oral_diseases,frozen,raw,3,3,5,MC,OLP,2.2497217752562246,탐색적/exploratory
oral_diseases,frozen,raw,3,3,6,MC,OT,1.0691426223360037,탐색적/exploratory
oral_diseases,frozen,raw,3,4,5,OC,OLP,2.6590839650600615,탐색적/exploratory
oral_diseases,frozen,raw,3,4,6,OC,OT,1.1592315538436022,탐색적/exploratory
oral_diseases,frozen,raw,3,5,6,OLP,OT,2.9758656287582936,탐색적/exploratory
oral_diseases,frozen,train_std,4,0,1,CaS,CoS,1.4781473014977253,탐색적/exploratory
oral_diseases,frozen,train_std,4,0,2,CaS,Gum,1.4107219789388068,탐색적/exploratory
oral_diseases,frozen,train_std,4,0,3,CaS,MC,1.7779021805389565,탐색적/exploratory
oral_diseases,frozen,train_std,4,0,4,CaS,OC,2.360166592014234,탐색적/exploratory
oral_diseases,frozen,train_std,4,0,5,CaS,OLP,2.711811413269659,탐색적/exploratory
oral_diseases,frozen,train_std,4,0,6,CaS,OT,2.3641896603329235,탐색적/exploratory
oral_diseases,frozen,train_std,4,1,2,CoS,Gum,0.7760998882118392,탐색적/exploratory
oral_diseases,frozen,train_std,4,1,3,CoS,MC,0.8255468795866227,탐색적/exploratory
oral_diseases,frozen,train_std,4,1,4,CoS,OC,0.9548705340287669,탐색적/exploratory
oral_diseases,frozen,train_std,4,1,5,CoS,OLP,0.7815848187968542,탐색적/exploratory
oral_diseases,frozen,train_std,4,1,6,CoS,OT,0.8486273513875506,탐색적/exploratory
oral_diseases,frozen,train_std,4,2,3,Gum,MC,3.1126012150220643,탐색적/exploratory
oral_diseases,frozen,train_std,4,2,4,Gum,OC,1.2530845957063936,탐색적/exploratory
oral_diseases,frozen,train_std,4,2,5,Gum,OLP,1.2466340476355326,탐색적/exploratory
oral_diseases,frozen,train_std,4,2,6,Gum,OT,1.2391800967992008,탐색적/exploratory
oral_diseases,frozen,train_std,4,3,4,MC,OC,1.7943441861976654,탐색적/exploratory
oral_diseases,frozen,train_std,4,3,5,MC,OLP,2.588364650930523,탐색적/exploratory
oral_diseases,frozen,train_std,4,3,6,MC,OT,1.6900034169012197,탐색적/exploratory
oral_diseases,frozen,train_std,4,4,5,OC,OLP,2.9936955329294195,탐색적/exploratory
oral_diseases,frozen,train_std,4,4,6,OC,OT,3.175069275567318,탐색적/exploratory
oral_diseases,frozen,train_std,4,5,6,OLP,OT,3.8961146053783953,탐색적/exploratory
oral_diseases,frozen,raw,4,0,1,CaS,CoS,1.260926438282378,탐색적/exploratory
oral_diseases,frozen,raw,4,0,2,CaS,Gum,1.2280058411778212,탐색적/exploratory
oral_diseases,frozen,raw,4,0,3,CaS,MC,1.4839779403880622,탐색적/exploratory
oral_diseases,frozen,raw,4,0,4,CaS,OC,2.379769237042497,탐색적/exploratory
oral_diseases,frozen,raw,4,0,5,CaS,OLP,2.429850277943712,탐색적/exploratory
oral_diseases,frozen,raw,4,0,6,CaS,OT,2.323763623601051,탐색적/exploratory
oral_diseases,frozen,raw,4,1,2,CoS,Gum,0.6093232945167563,탐색적/exploratory
oral_diseases,frozen,raw,4,1,3,CoS,MC,0.610657912336121,탐색적/exploratory
oral_diseases,frozen,raw,4,1,4,CoS,OC,0.7770056691701267,탐색적/exploratory
oral_diseases,frozen,raw,4,1,5,CoS,OLP,0.5935834373398807,탐색적/exploratory
oral_diseases,frozen,raw,4,1,6,CoS,OT,0.706426883686868,탐색적/exploratory
oral_diseases,frozen,raw,4,2,3,Gum,MC,3.006719788155128,탐색적/exploratory
oral_diseases,frozen,raw,4,2,4,Gum,OC,1.0866399756465488,탐색적/exploratory
oral_diseases,frozen,raw,4,2,5,Gum,OLP,1.0842260715077154,탐색적/exploratory
oral_diseases,frozen,raw,4,2,6,Gum,OT,1.0988512147722964,탐색적/exploratory
oral_diseases,frozen,raw,4,3,4,MC,OC,1.495299324028874,탐색적/exploratory
oral_diseases,frozen,raw,4,3,5,MC,OLP,2.112568041588377,탐색적/exploratory
oral_diseases,frozen,raw,4,3,6,MC,OT,1.4477796514555565,탐색적/exploratory
oral_diseases,frozen,raw,4,4,5,OC,OLP,2.8888270876070683,탐색적/exploratory
oral_diseases,frozen,raw,4,4,6,OC,OT,3.3181889285577397,탐색적/exploratory
oral_diseases,frozen,raw,4,5,6,OLP,OT,4.071471935318061,탐색적/exploratory
oral_diseases,frozen,train_std,5,0,1,CaS,CoS,2.0610349972942235,탐색적/exploratory
oral_diseases,frozen,train_std,5,0,2,CaS,Gum,1.119590703169086,탐색적/exploratory
oral_diseases,frozen,train_std,5,0,3,CaS,MC,1.2205199073564905,탐색적/exploratory
oral_diseases,frozen,train_std,5,0,4,CaS,OC,1.0553010557125497,탐색적/exploratory
oral_diseases,frozen,train_std,5,0,5,CaS,OLP,1.033532227360676,탐색적/exploratory
oral_diseases,frozen,train_std,5,0,6,CaS,OT,1.7452403999612003,탐색적/exploratory
oral_diseases,frozen,train_std,5,1,2,CoS,Gum,0.8370008207358983,탐색적/exploratory
oral_diseases,frozen,train_std,5,1,3,CoS,MC,0.8127419728210291,탐색적/exploratory
oral_diseases,frozen,train_std,5,1,4,CoS,OC,0.6346701355801306,탐색적/exploratory
oral_diseases,frozen,train_std,5,1,5,CoS,OLP,0.6172100641786225,탐색적/exploratory
oral_diseases,frozen,train_std,5,1,6,CoS,OT,0.9538150699551081,탐색적/exploratory
oral_diseases,frozen,train_std,5,2,3,Gum,MC,1.8092255316074464,탐색적/exploratory
oral_diseases,frozen,train_std,5,2,4,Gum,OC,0.844728230136082,탐색적/exploratory
oral_diseases,frozen,train_std,5,2,5,Gum,OLP,1.0074783494256847,탐색적/exploratory
oral_diseases,frozen,train_std,5,2,6,Gum,OT,1.038299726386651,탐색적/exploratory
oral_diseases,frozen,train_std,5,3,4,MC,OC,2.847592555830672,탐색적/exploratory
oral_diseases,frozen,train_std,5,3,5,MC,OLP,3.31983698116822,탐색적/exploratory
oral_diseases,frozen,train_std,5,3,6,MC,OT,1.4418996689661647,탐색적/exploratory
oral_diseases,frozen,train_std,5,4,5,OC,OLP,1.747949320123238,탐색적/exploratory
oral_diseases,frozen,train_std,5,4,6,OC,OT,1.489943941463557,탐색적/exploratory
oral_diseases,frozen,train_std,5,5,6,OLP,OT,1.7238066050033136,탐색적/exploratory
oral_diseases,frozen,raw,5,0,1,CaS,CoS,1.81069577028745,탐색적/exploratory
oral_diseases,frozen,raw,5,0,2,CaS,Gum,0.9459407752706537,탐색적/exploratory
oral_diseases,frozen,raw,5,0,3,CaS,MC,1.0238829117171493,탐색적/exploratory
oral_diseases,frozen,raw,5,0,4,CaS,OC,0.9078825212070945,탐색적/exploratory
oral_diseases,frozen,raw,5,0,5,CaS,OLP,0.8727039646568177,탐색적/exploratory
oral_diseases,frozen,raw,5,0,6,CaS,OT,1.6119168952080674,탐색적/exploratory
oral_diseases,frozen,raw,5,1,2,CoS,Gum,0.651686616240961,탐색적/exploratory
oral_diseases,frozen,raw,5,1,3,CoS,MC,0.6027218608734899,탐색적/exploratory
oral_diseases,frozen,raw,5,1,4,CoS,OC,0.4768558936136933,탐색적/exploratory
oral_diseases,frozen,raw,5,1,5,CoS,OLP,0.46631440247272965,탐색적/exploratory
oral_diseases,frozen,raw,5,1,6,CoS,OT,0.7801853417770586,탐색적/exploratory
oral_diseases,frozen,raw,5,2,3,Gum,MC,1.6272361194679745,탐색적/exploratory
oral_diseases,frozen,raw,5,2,4,Gum,OC,0.7129621922384773,탐색적/exploratory
oral_diseases,frozen,raw,5,2,5,Gum,OLP,0.8863997767951914,탐색적/exploratory
oral_diseases,frozen,raw,5,2,6,Gum,OT,0.8876253659438164,탐색적/exploratory
oral_diseases,frozen,raw,5,3,4,MC,OC,2.6835577228359018,탐색적/exploratory
oral_diseases,frozen,raw,5,3,5,MC,OLP,3.260367932129461,탐색적/exploratory
oral_diseases,frozen,raw,5,3,6,MC,OT,1.2509579907349708,탐색적/exploratory
oral_diseases,frozen,raw,5,4,5,OC,OLP,1.7462055818748683,탐색적/exploratory
oral_diseases,frozen,raw,5,4,6,OC,OT,1.3472465609056838,탐색적/exploratory
oral_diseases,frozen,raw,5,5,6,OLP,OT,1.535524014448871,탐색적/exploratory
oral_diseases,frozen,train_std,6,0,1,CaS,CoS,1.4096247872106593,탐색적/exploratory
oral_diseases,frozen,train_std,6,0,2,CaS,Gum,0.9503627674685863,탐색적/exploratory
oral_diseases,frozen,train_std,6,0,3,CaS,MC,1.069261293968293,탐색적/exploratory
oral_diseases,frozen,train_std,6,0,4,CaS,OC,0.9855097862034999,탐색적/exploratory
oral_diseases,frozen,train_std,6,0,5,CaS,OLP,1.2846838305629793,탐색적/exploratory
oral_diseases,frozen,train_std,6,0,6,CaS,OT,1.7141824745214458,탐색적/exploratory
oral_diseases,frozen,train_std,6,1,2,CoS,Gum,0.7429330531957603,탐색적/exploratory
oral_diseases,frozen,train_std,6,1,3,CoS,MC,0.8129999258100166,탐색적/exploratory
oral_diseases,frozen,train_std,6,1,4,CoS,OC,0.6798614743446862,탐색적/exploratory
oral_diseases,frozen,train_std,6,1,5,CoS,OLP,0.7045209886730489,탐색적/exploratory
oral_diseases,frozen,train_std,6,1,6,CoS,OT,0.9577686568964042,탐색적/exploratory
oral_diseases,frozen,train_std,6,2,3,Gum,MC,2.0677083264746523,탐색적/exploratory
oral_diseases,frozen,train_std,6,2,4,Gum,OC,1.402883961004919,탐색적/exploratory
oral_diseases,frozen,train_std,6,2,5,Gum,OLP,1.5989325300365342,탐색적/exploratory
oral_diseases,frozen,train_std,6,2,6,Gum,OT,1.338984506041098,탐색적/exploratory
oral_diseases,frozen,train_std,6,3,4,MC,OC,3.920781550980362,탐색적/exploratory
oral_diseases,frozen,train_std,6,3,5,MC,OLP,3.6822732155309414,탐색적/exploratory
oral_diseases,frozen,train_std,6,3,6,MC,OT,1.479783818099691,탐색적/exploratory
oral_diseases,frozen,train_std,6,4,5,OC,OLP,3.3123172213389753,탐색적/exploratory
oral_diseases,frozen,train_std,6,4,6,OC,OT,1.9931362970615354,탐색적/exploratory
oral_diseases,frozen,train_std,6,5,6,OLP,OT,2.5120933794440705,탐색적/exploratory
oral_diseases,frozen,raw,6,0,1,CaS,CoS,1.2730881810766457,탐색적/exploratory
oral_diseases,frozen,raw,6,0,2,CaS,Gum,0.7999802615570011,탐색적/exploratory
oral_diseases,frozen,raw,6,0,3,CaS,MC,0.9202574410964527,탐색적/exploratory
oral_diseases,frozen,raw,6,0,4,CaS,OC,0.898191787839215,탐색적/exploratory
oral_diseases,frozen,raw,6,0,5,CaS,OLP,1.1207422769723778,탐색적/exploratory
oral_diseases,frozen,raw,6,0,6,CaS,OT,1.6399353012077826,탐색적/exploratory
oral_diseases,frozen,raw,6,1,2,CoS,Gum,0.5922096057435055,탐색적/exploratory
oral_diseases,frozen,raw,6,1,3,CoS,MC,0.617506769151374,탐색적/exploratory
oral_diseases,frozen,raw,6,1,4,CoS,OC,0.5426333976125381,탐색적/exploratory
oral_diseases,frozen,raw,6,1,5,CoS,OLP,0.5486623363458843,탐색적/exploratory
oral_diseases,frozen,raw,6,1,6,CoS,OT,0.811461705992506,탐색적/exploratory
oral_diseases,frozen,raw,6,2,3,Gum,MC,1.9266318567872198,탐색적/exploratory
oral_diseases,frozen,raw,6,2,4,Gum,OC,1.303622819114965,탐색적/exploratory
oral_diseases,frozen,raw,6,2,5,Gum,OLP,1.3939208232232596,탐색적/exploratory
oral_diseases,frozen,raw,6,2,6,Gum,OT,1.1640042999366578,탐색적/exploratory
oral_diseases,frozen,raw,6,3,4,MC,OC,3.8583218988147676,탐색적/exploratory
oral_diseases,frozen,raw,6,3,5,MC,OLP,3.3939781813068652,탐색적/exploratory
oral_diseases,frozen,raw,6,3,6,MC,OT,1.2962671987747933,탐색적/exploratory
oral_diseases,frozen,raw,6,4,5,OC,OLP,3.4484340610434967,탐색적/exploratory
oral_diseases,frozen,raw,6,4,6,OC,OT,1.8778407127420718,탐색적/exploratory
oral_diseases,frozen,raw,6,5,6,OLP,OT,2.3143149851929876,탐색적/exploratory
oral_diseases,frozen,train_std,7,0,1,CaS,CoS,1.324506575536632,탐색적/exploratory
oral_diseases,frozen,train_std,7,0,2,CaS,Gum,1.678445422752506,탐색적/exploratory
oral_diseases,frozen,train_std,7,0,3,CaS,MC,1.0886363792995883,탐색적/exploratory
oral_diseases,frozen,train_std,7,0,4,CaS,OC,1.671470218547171,탐색적/exploratory
oral_diseases,frozen,train_std,7,0,5,CaS,OLP,1.7441753815533887,탐색적/exploratory
oral_diseases,frozen,train_std,7,0,6,CaS,OT,2.0028344206061175,탐색적/exploratory
oral_diseases,frozen,train_std,7,1,2,CoS,Gum,0.9095033286437387,탐색적/exploratory
oral_diseases,frozen,train_std,7,1,3,CoS,MC,0.5917033767187959,탐색적/exploratory
oral_diseases,frozen,train_std,7,1,4,CoS,OC,0.7498323918908675,탐색적/exploratory
oral_diseases,frozen,train_std,7,1,5,CoS,OLP,0.7141761204322369,탐색적/exploratory
oral_diseases,frozen,train_std,7,1,6,CoS,OT,0.8578550634337087,탐색적/exploratory
oral_diseases,frozen,train_std,7,2,3,Gum,MC,2.089804862737996,탐색적/exploratory
oral_diseases,frozen,train_std,7,2,4,Gum,OC,1.7723185906120948,탐색적/exploratory
oral_diseases,frozen,train_std,7,2,5,Gum,OLP,1.774868064609401,탐색적/exploratory
oral_diseases,frozen,train_std,7,2,6,Gum,OT,1.6748998125770067,탐색적/exploratory
oral_diseases,frozen,train_std,7,3,4,MC,OC,2.169916591107607,탐색적/exploratory
oral_diseases,frozen,train_std,7,3,5,MC,OLP,2.3945856139540473,탐색적/exploratory
oral_diseases,frozen,train_std,7,3,6,MC,OT,1.2303455831495236,탐색적/exploratory
oral_diseases,frozen,train_std,7,4,5,OC,OLP,4.355710322529681,탐색적/exploratory
oral_diseases,frozen,train_std,7,4,6,OC,OT,2.669372474598965,탐색적/exploratory
oral_diseases,frozen,train_std,7,5,6,OLP,OT,3.4451783670890648,탐색적/exploratory
oral_diseases,frozen,raw,7,0,1,CaS,CoS,1.1797643118136305,탐색적/exploratory
oral_diseases,frozen,raw,7,0,2,CaS,Gum,1.4632014724733773,탐색적/exploratory
oral_diseases,frozen,raw,7,0,3,CaS,MC,0.8915504607416531,탐색적/exploratory
oral_diseases,frozen,raw,7,0,4,CaS,OC,1.5424539597419198,탐색적/exploratory
oral_diseases,frozen,raw,7,0,5,CaS,OLP,1.488312498422097,탐색적/exploratory
oral_diseases,frozen,raw,7,0,6,CaS,OT,1.8864859346528455,탐색적/exploratory
oral_diseases,frozen,raw,7,1,2,CoS,Gum,0.7332343358961303,탐색적/exploratory
oral_diseases,frozen,raw,7,1,3,CoS,MC,0.4367360926305946,탐색적/exploratory
oral_diseases,frozen,raw,7,1,4,CoS,OC,0.5893699363109797,탐색적/exploratory
oral_diseases,frozen,raw,7,1,5,CoS,OLP,0.5426406105819073,탐색적/exploratory
oral_diseases,frozen,raw,7,1,6,CoS,OT,0.7201877416195311,탐색적/exploratory
oral_diseases,frozen,raw,7,2,3,Gum,MC,1.8548059518495643,탐색적/exploratory
oral_diseases,frozen,raw,7,2,4,Gum,OC,1.591582348322522,탐색적/exploratory
oral_diseases,frozen,raw,7,2,5,Gum,OLP,1.5833648111228578,탐색적/exploratory
oral_diseases,frozen,raw,7,2,6,Gum,OT,1.5455865142447849,탐색적/exploratory
oral_diseases,frozen,raw,7,3,4,MC,OC,1.8210662348152284,탐색적/exploratory
oral_diseases,frozen,raw,7,3,5,MC,OLP,2.035056161374329,탐색적/exploratory
oral_diseases,frozen,raw,7,3,6,MC,OT,1.063936561222519,탐색적/exploratory
oral_diseases,frozen,raw,7,4,5,OC,OLP,4.419261291361298,탐색적/exploratory
oral_diseases,frozen,raw,7,4,6,OC,OT,2.6934571295541816,탐색적/exploratory
oral_diseases,frozen,raw,7,5,6,OLP,OT,3.2245757601726743,탐색적/exploratory
oral_diseases,frozen,train_std,8,0,1,CaS,CoS,1.2574825145167303,탐색적/exploratory
oral_diseases,frozen,train_std,8,0,2,CaS,Gum,2.0041429507145474,탐색적/exploratory
oral_diseases,frozen,train_std,8,0,3,CaS,MC,1.8239070578101975,탐색적/exploratory
oral_diseases,frozen,train_std,8,0,4,CaS,OC,1.586602365467303,탐색적/exploratory
oral_diseases,frozen,train_std,8,0,5,CaS,OLP,2.172033599508649,탐색적/exploratory
oral_diseases,frozen,train_std,8,0,6,CaS,OT,1.7063052396390006,탐색적/exploratory
oral_diseases,frozen,train_std,8,1,2,CoS,Gum,0.684926847815849,탐색적/exploratory
oral_diseases,frozen,train_std,8,1,3,CoS,MC,0.6618318404960374,탐색적/exploratory
oral_diseases,frozen,train_std,8,1,4,CoS,OC,0.67311647101717,탐색적/exploratory
oral_diseases,frozen,train_std,8,1,5,CoS,OLP,0.7476492961290049,탐색적/exploratory
oral_diseases,frozen,train_std,8,1,6,CoS,OT,0.7878568863393267,탐색적/exploratory
oral_diseases,frozen,train_std,8,2,3,Gum,MC,3.261962235104981,탐색적/exploratory
oral_diseases,frozen,train_std,8,2,4,Gum,OC,1.447621741444841,탐색적/exploratory
oral_diseases,frozen,train_std,8,2,5,Gum,OLP,1.7105413110198533,탐색적/exploratory
oral_diseases,frozen,train_std,8,2,6,Gum,OT,1.566913529125708,탐색적/exploratory
oral_diseases,frozen,train_std,8,3,4,MC,OC,3.269860922301926,탐색적/exploratory
oral_diseases,frozen,train_std,8,3,5,MC,OLP,2.6781193410924184,탐색적/exploratory
oral_diseases,frozen,train_std,8,3,6,MC,OT,1.777748175245671,탐색적/exploratory
oral_diseases,frozen,train_std,8,4,5,OC,OLP,4.690568747771666,탐색적/exploratory
oral_diseases,frozen,train_std,8,4,6,OC,OT,2.196188561163262,탐색적/exploratory
oral_diseases,frozen,train_std,8,5,6,OLP,OT,3.8887027155761187,탐색적/exploratory
oral_diseases,frozen,raw,8,0,1,CaS,CoS,1.0753312712820986,탐색적/exploratory
oral_diseases,frozen,raw,8,0,2,CaS,Gum,1.76926113649243,탐색적/exploratory
oral_diseases,frozen,raw,8,0,3,CaS,MC,1.6989427868968445,탐색적/exploratory
oral_diseases,frozen,raw,8,0,4,CaS,OC,1.552263743941923,탐색적/exploratory
oral_diseases,frozen,raw,8,0,5,CaS,OLP,2.047443046028033,탐색적/exploratory
oral_diseases,frozen,raw,8,0,6,CaS,OT,1.6114403757213542,탐색적/exploratory
oral_diseases,frozen,raw,8,1,2,CoS,Gum,0.5268157977258509,탐색적/exploratory
oral_diseases,frozen,raw,8,1,3,CoS,MC,0.5011390025617087,탐색적/exploratory
oral_diseases,frozen,raw,8,1,4,CoS,OC,0.536718531645769,탐색적/exploratory
oral_diseases,frozen,raw,8,1,5,CoS,OLP,0.5866775914768679,탐색적/exploratory
oral_diseases,frozen,raw,8,1,6,CoS,OT,0.6352328526757582,탐색적/exploratory
oral_diseases,frozen,raw,8,2,3,Gum,MC,3.183396354834942,탐색적/exploratory
oral_diseases,frozen,raw,8,2,4,Gum,OC,1.318442453054628,탐색적/exploratory
oral_diseases,frozen,raw,8,2,5,Gum,OLP,1.466255039955625,탐색적/exploratory
oral_diseases,frozen,raw,8,2,6,Gum,OT,1.39408193433115,탐색적/exploratory
oral_diseases,frozen,raw,8,3,4,MC,OC,3.1596574861741504,탐색적/exploratory
oral_diseases,frozen,raw,8,3,5,MC,OLP,2.401143302079863,탐색적/exploratory
oral_diseases,frozen,raw,8,3,6,MC,OT,1.6727661809329726,탐색적/exploratory
oral_diseases,frozen,raw,8,4,5,OC,OLP,4.871958065379291,탐색적/exploratory
oral_diseases,frozen,raw,8,4,6,OC,OT,2.1698464666773174,탐색적/exploratory
oral_diseases,frozen,raw,8,5,6,OLP,OT,3.887590841251387,탐색적/exploratory
oral_diseases,frozen,train_std,9,0,1,CaS,CoS,1.7824825227873793,탐색적/exploratory
oral_diseases,frozen,train_std,9,0,2,CaS,Gum,1.1840271177966089,탐색적/exploratory
oral_diseases,frozen,train_std,9,0,3,CaS,MC,1.567627658593906,탐색적/exploratory
oral_diseases,frozen,train_std,9,0,4,CaS,OC,1.272294208463562,탐색적/exploratory
oral_diseases,frozen,train_std,9,0,5,CaS,OLP,1.4506730213474557,탐색적/exploratory
oral_diseases,frozen,train_std,9,0,6,CaS,OT,1.6581945042994892,탐색적/exploratory
oral_diseases,frozen,train_std,9,1,2,CoS,Gum,0.8156449766765744,탐색적/exploratory
oral_diseases,frozen,train_std,9,1,3,CoS,MC,1.036828925886505,탐색적/exploratory
oral_diseases,frozen,train_std,9,1,4,CoS,OC,0.7741741760767329,탐색적/exploratory
oral_diseases,frozen,train_std,9,1,5,CoS,OLP,0.86387621201333,탐색적/exploratory
oral_diseases,frozen,train_std,9,1,6,CoS,OT,0.9104774374902008,탐색적/exploratory
oral_diseases,frozen,train_std,9,2,3,Gum,MC,2.0981925654923437,탐색적/exploratory
oral_diseases,frozen,train_std,9,2,4,Gum,OC,1.1508731049588097,탐색적/exploratory
oral_diseases,frozen,train_std,9,2,5,Gum,OLP,1.5756055165053582,탐색적/exploratory
oral_diseases,frozen,train_std,9,2,6,Gum,OT,1.1566962120406237,탐색적/exploratory
oral_diseases,frozen,train_std,9,3,4,MC,OC,4.43848383308908,탐색적/exploratory
oral_diseases,frozen,train_std,9,3,5,MC,OLP,4.142476107196596,탐색적/exploratory
oral_diseases,frozen,train_std,9,3,6,MC,OT,2.170611895859888,탐색적/exploratory
oral_diseases,frozen,train_std,9,4,5,OC,OLP,4.5313249793414325,탐색적/exploratory
