dataset,arm,source,family,frontier_base,axis,fold,recall_target,bacc,frontier_bacc,gap,exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,tau,11,0.5263157894736842,0.645660552897395,0.645660552897395,0.0,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,offset,11,0.5263157894736842,0.645660552897395,0.645660552897395,0.0,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,union,11,0.5263157894736842,0.645660552897395,0.645660552897395,0.0,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,tau,12,0.6842105263157895,0.6886534518113466,,,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,offset,12,0.6842105263157895,0.6886534518113466,0.7587624363940153,-0.07010898458266868,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,union,12,0.6842105263157895,0.6886534518113466,0.7587624363940153,-0.07010898458266868,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,tau,12,0.6842105263157895,0.6886534518113466,0.6886534518113466,0.0,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,offset,12,0.6842105263157895,0.6886534518113466,0.6982228298017772,-0.009569377990430561,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,union,12,0.6842105263157895,0.6886534518113466,0.6982228298017772,-0.009569377990430561,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,tau,13,0.6666666666666666,0.6548784548784549,0.7233433233433233,-0.06846486846486843,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,offset,13,0.6666666666666666,0.6548784548784549,0.7392163392163393,-0.08433788433788447,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,union,13,0.6666666666666666,0.6548784548784549,0.7392163392163393,-0.08433788433788447,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,tau,13,0.6666666666666666,0.6548784548784549,0.6658674658674659,-0.010989010989011061,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,offset,13,0.6666666666666666,0.6548784548784549,0.6786879786879787,-0.023809523809523836,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,dinov2,A0d,union,13,0.6666666666666666,0.6548784548784549,0.6786879786879787,-0.023809523809523836,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,tau,14,0.631578947368421,0.71817122935544,0.7899966261808367,-0.07182539682539668,탐색적/exploratory
oral_diseases,A0d,w11_preds_dinov2,panderm,A0,offset,14,0.631578947368421,0.71817122935544,0.7780918642760748,-0.05992063492063482,탐색적/exploratory
